C_flops,ell,a,N_num_B,D_num_B,L_num,N_analytic_B,D_analytic_B,L_analytic,rel_diff_L,rel_diff_N,N_support_B,D_support_B,L_support,support_optimum_at_boundary,support_optimum_feasible,N_near_search_boundary,train_cost_flops,attention_cost_flops,quality_cost_flops,total_cost_flops,cost_constraint_residual,train_share,attention_share,quality_share,unused_share,extrapolation,N_in_support,D_in_support,budget
3.1622776601683794e+21,2048,6.4096,2.9771715186522614,165.71629567085867,2.3812802941373077,2.9771718459258723,165.71627745404982,2.3812802941373077,0.0,1.0992768567465265e-07,2.979329450670714,165.59626715225124,2.381280307646234,False,True,False,2.9601950138870247e+21,2.0208264628135425e+20,0.0,3.162277660168379e+21,-1.6579442298943593e-16,0.9360958562156765,0.06390414378432352,0.0,1.6579442298943593e-16,False,True,True,3.1622776601683794e+21
7.079457843841402e+21,2048,6.4096,4.283873358292719,257.8294064585602,2.318323469185602,4.283873660357601,257.82938827847005,2.318323469185602,0.0,7.051208938200072e-08,4.28211093770612,257.9355232454402,2.3183234730382143,False,True,False,6.627051151873503e+21,4.524066919678979e+20,0.0,7.079457843841401e+21,-1.4811529683903444e-16,0.9360958562156765,0.06390414378432352,0.0,1.4811529683903444e-16,False,True,True,7.079457843841402e+21
1.584893192461111e+22,2048,6.4096,6.164096678202693,401.14338116877906,2.262692659234836,6.1640961582445675,401.1434150063045,2.262692659234836,0.0,8.435269536621743e-08,8.269502252720505,299.01274681097067,2.264418877891858,True,True,False,1.4836119500072805e+22,1.0128124245383036e+21,0.0,1.584893192461111e+22,0.0,0.9360958562156765,0.06390414378432352,0.0,0.0,True,True,False,1.584893192461111e+22
3.5481338923357603e+22,2048,6.4096,8.869562200074336,624.1182595397376,2.213535367421719,8.869561630562613,624.118299614172,2.213535367421719,0.0,6.420968102321213e-08,,,,False,False,False,3.321393433913904e+22,2.2674045842185585e+21,0.0,3.5481338923357594e+22,-2.364230960426841e-16,0.9360958562156765,0.06390414378432352,0.0,2.364230960426841e-16,True,True,False,3.5481338923357603e+22
7.94328234724279e+22,2048,6.4096,12.762477447626203,971.0332131201438,2.170098298277149,12.762475065079432,971.0333943962706,2.170098298277149,0.0,1.8668375524963876e-07,,,,False,False,False,7.4356736900051065e+22,5.07608657237682e+21,0.0,7.94328234724279e+22,0.0,0.9360958562156765,0.06390414378432352,0.0,0.0,True,False,False,7.94328234724279e+22
1.7782794100389228e+23,2048,6.4096,18.364013293128696,1510.7808592452895,2.1317158140865375,18.36401578467222,1510.780654269629,2.1317158140865375,0.0,1.3567530935628822e-07,,,,False,False,False,1.6646399869310935e+23,1.1363942310782932e+22,0.0,1.7782794100389228e+23,0.0,0.9360958562156765,0.06390414378432352,0.0,0.0,True,False,False,1.7782794100389228e+23
3.9810717055349855e+23,2048,6.4096,26.424108737683525,2350.545836659992,2.097799734533858,26.424112409232855,2350.545510058861,2.097799734533858,0.0,1.3894693121918473e-07,,,,False,False,False,3.726664726848775e+23,2.544069786862097e+22,0.0,3.981071705534985e+23,-1.6856984491562117e-16,0.9360958562156765,0.06390414378432352,0.0,1.6856984491562117e-16,True,False,False,3.9810717055349855e+23
8.912509381337441e+23,2048,6.4096,38.021838380920734,3657.092632208529,2.0678303233172413,38.02184254266225,3657.0922319156125,2.0678303233172413,0.0,1.0945659748849373e-07,,,,False,False,False,8.34296310035332e+23,5.6954628098412e+22,0.0,8.91250938133744e+23,-1.505947677104816e-16,0.9360958562156765,0.06390414378432352,0.0,1.505947677104816e-16,True,False,False,8.912509381337441e+23
1.9952623149688828e+24,2048,6.4096,54.709904421674544,5689.880119664145,2.0413483236133665,54.709898593750985,5689.8807257735925,2.0413483236133665,0.0,1.0652411553765848e-07,,,,False,False,False,1.867756785105669e+24,1.2750552986321367e+23,0.0,1.9952623149688828e+24,0.0,0.9360958562156765,0.06390414378432352,0.0,0.0,True,False,False,1.9952623149688828e+24
4.4668359215096164e+24,2048,6.4096,78.72246588072458,8852.59065871544,2.017947920340606,78.72246066928575,8852.591244758283,2.017947920340606,0.0,6.62001516234186e-08,,,,False,False,False,4.181386596520485e+24,2.8544932498913178e+23,0.0,4.466835921509617e+24,1.2019042593768667e-16,0.9360958562156765,0.06390414378432352,0.0,0.0,True,False,False,4.4668359215096164e+24
1e+25,2048,6.4096,113.27429842555775,13773.289987620408,1.9972705213733477,113.27430635258236,13773.289023754796,1.997270521373348,1.111740260264547e-16,6.998078264242261e-08,,,,False,False,False,9.360958562156764e+24,6.390414378432351e+23,0.0,9.999999999999999e+24,-2.1474836479999998e-16,0.9360958562156765,0.06390414378432352,0.0,2.1474836479999998e-16,True,False,False,1e+25
1e+18,4096,6.8192,0.07609030358500084,1.927246453299669,3.722264544514111,0.0760903042462612,1.9272464365509947,3.722264544514112,2.386123847669898e-16,8.690468154369398e-09,0.07598365494664626,1.9299514851932045,3.7222647206664927,False,True,False,8.798686062881277e+17,1.2013139371187238e+17,0.0,1.0000000000000003e+18,2.56e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,1e+18
2.238721138568347e+18,4096,6.8192,0.10948687077323106,2.9985032819440454,3.503263148670852,0.10948687782843912,2.9985030887239543,3.503263148670852,0.0,6.443884597491427e-08,0.10920928528420162,3.0061248042139583,3.5032636585864134,False,True,False,1.9697804480599017e+18,2.6894069050844522e+17,0.0,2.238721138568347e+18,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,2.238721138568347e+18
5.011872336272715e+18,4096,6.8192,0.15754145634469413,4.665215566881077,3.3097460035407638,0.15754144414803703,4.6652159280560985,3.3097460035407638,0.0,7.741872093979439e-08,0.15777911378342,4.658188507619919,3.3097461624118525,False,True,False,4.409789127410296e+18,6.020832088624191e+17,0.0,5.011872336272716e+18,2.043148610528136e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,5.011872336272715e+18
1.1220184543019653e+19,4096,6.8192,0.22668750671644652,7.258368049745171,3.1387476164523855,0.22668750005950375,7.258368262895611,3.1387476164523855,0.0,2.936616607906943e-08,0.22677172164409756,7.255672550783737,3.138747624976607,False,True,False,9.872288136162296e+18,1.3478964068573586e+18,0.0,1.1220184543019655e+19,1.8252819212979077e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,1.1220184543019653e+19
2.511886431509572e+19,4096,6.8192,0.32618222744186837,11.292920683118616,2.9876475763646217,0.3261822497636892,11.292919910303564,2.9876475763646217,0.0,6.843358537241134e-08,0.32593296098759045,11.301557263747322,2.9876476082743872,False,True,False,2.2101300136463856e+19,3.0175641786318653e+18,0.0,2.511886431509572e+19,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,2.511886431509572e+19
5.6234132519034905e+19,4096,6.8192,0.46934598709730363,17.57006883534134,2.8541303982012725,0.46934594996624984,17.570070225350502,2.8541303982012725,0.0,7.911233449418395e-08,0.46845477155596343,17.603495153866096,2.8541305724452126,False,True,False,4.947864780534512e+19,6.755484713689787e+18,0.0,5.6234132519034905e+19,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,5.6234132519034905e+19
1.2589254117941713e+20,4096,6.8192,0.6753452159227411,27.33636371887676,2.736150039927714,0.6753452124059875,27.336363861226555,2.736150039927714,0.0,5.2073420976867396e-09,0.676795736840214,27.27777592757801,2.736150236125047,False,True,False,1.1076889474960448e+20,1.5123646429812664e+19,0.0,1.2589254117941713e+20,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,1.2589254117941713e+20
2.818382931264449e+20,4096,6.8192,0.9717590564684356,42.53123318328869,2.63189854862277,0.9717590104963807,42.53123519535976,2.63189854862277,0.0,4.7308081987456986e-08,0.972740502620119,42.48832131211478,2.6318985870047236,False,True,False,2.479806661717898e+20,3.385762695465504e+19,0.0,2.8183829312644488e+20,-1.162652513840582e-16,0.8798686062881276,0.12013139371187236,0.0,1.162652513840582e-16,False,True,True,2.818382931264449e+20
6.309573444801943e+20,4096,6.8192,1.3982708734421683,66.1721523179545,2.539778355072376,1.3982709244605227,66.17214990354806,2.539778355072377,3.4970705925037877e-16,3.64867448342909e-08,1.3980940392079284,66.18052192797714,2.5397783556050326,False,True,False,5.551595593150466e+20,7.57977851651477e+19,0.0,6.309573444801943e+20,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,6.309573444801943e+20
1.4125375446227498e+21,4096,6.8192,2.0119818703630226,102.95383033551103,2.4583777923222545,2.01198193901281,102.95382682267702,2.4583777923222554,3.612863826194614e-16,3.41204790665307e-08,2.0094433584329647,103.0838909940785,2.458377839198838,False,True,False,1.2428474407168725e+21,1.6969010390587703e+20,0.0,1.4125375446227498e+21,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,1.4125375446227498e+21
3.1622776601683794e+21,4096,6.8192,2.895054589495299,160.18056260748511,2.3864494630313287,2.8950550655807845,160.18053626614127,2.3864494630313287,0.0,1.644478170247158e-07,2.8881194665831997,160.56519762783847,2.386449612535107,False,True,False,2.782388837548433e+21,3.798888226199461e+20,0.0,3.1622776601683794e+21,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,3.1622776601683794e+21
7.079457843841402e+21,4096,6.8192,4.165715337441727,249.2166091439201,2.322891124123209,4.165715243377041,249.21661477140077,2.322891124123209,0.0,2.258068070491539e-08,4.172584123706022,248.8063560319465,2.322891186449442,False,True,False,6.228992706336288e+21,8.504651375051147e+20,0.0,7.079457843841402e+21,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,False,True,True,7.079457843841402e+21
1.584893192461111e+22,4096,6.8192,5.994076144492746,387.74331266143474,2.266728795808585,5.994077174978537,387.74324600163663,2.266728795808585,0.0,1.71917337871806e-07,7.770923223326007,299.0845326632555,2.2680900004769837,True,True,False,1.3944977643662991e+22,1.9039542809481202e+21,0.0,1.5848931924611112e+22,1.3232134568913284e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,True,True,False,1.584893192461111e+22
3.5481338923357603e+22,4096,6.8192,8.624921372181912,603.2695812629315,2.2171018361380463,8.624920111071278,603.2696694712482,2.2171018361380463,0.0,1.4621708008267994e-07,,,,False,False,False,3.1218916227731346e+22,4.262422695626254e+21,0.0,3.5481338923357607e+22,1.1821154802134204e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,True,True,False,3.5481338923357603e+22
7.94328234724279e+22,4096,6.8192,12.410457702025425,938.5961603281514,2.1732497523650185,12.410458649563164,938.5960886663936,2.1732497523650185,0.0,7.634993723388345e-08,,,,False,False,False,6.989044768221599e+22,9.54237579021189e+21,0.0,7.943282347242788e+22,-2.112126356155976e-16,0.8798686062881276,0.12013139371187236,0.0,2.112126356155976e-16,True,False,False,7.94328234724279e+22
1.7782794100389228e+23,4096,6.8192,17.857496863773104,1460.3131279053798,2.1345005470136718,17.857496870586935,1460.3131273481727,2.1345005470136718,0.0,3.815669870400004e-10,,,,False,False,False,1.564652226101821e+23,2.1362718393710198e+22,0.0,1.778279410038923e+23,1.8869043756889456e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,1.7782794100389228e+23
3.9810717055349855e+23,4096,6.8192,25.695280510985395,2272.0255389471367,2.100260420064805,25.69527875541061,2272.0256941784064,2.100260420064805,0.0,6.832285427606376e-08,,,,False,False,False,3.5028200130821666e+23,4.7825169245281855e+22,0.0,3.9810717055349855e+23,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,3.9810717055349855e+23
8.912509381337441e+23,4096,6.8192,36.973112660157916,3534.9278812264974,2.07000466945407,36.973118634882475,3534.9273099947154,2.07000466945407,0.0,1.6159644572200394e-07,,,,False,False,False,7.841837207887236e+23,1.070672173450204e+23,0.0,8.912509381337441e+23,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,8.912509381337441e+23
1.9952623149688828e+24,4096,6.8192,53.20088808212569,5499.810045591845,2.0432696504400907,53.200882333344985,5499.810639890294,2.0432696504400907,0.0,1.0805799545264903e-07,,,,False,False,False,1.755568672250894e+24,2.3969364271798873e+23,0.0,1.9952623149688828e+24,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,1.9952623149688828e+24
4.4668359215096164e+24,4096,6.8192,76.55114701297325,8556.86873011049,2.0196456706263426,76.55112648182497,8556.8710250779,2.0196456706263426,0.0,2.6820177865090996e-07,,,,False,False,False,3.9302286967764105e+24,5.36607224733206e+23,0.0,4.466835921509617e+24,1.2019042593768667e-16,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,4.4668359215096164e+24
1e+25,4096,6.8192,110.14995055087789,13313.194148639515,1.9987707117587763,110.14995820780658,13313.193223190428,1.9987707117587763,0.0,6.951367764564115e-08,,,,False,False,False,8.798686062881277e+24,1.2013139371187236e+24,0.0,1e+25,0.0,0.8798686062881276,0.12013139371187236,0.0,0.0,True,False,False,1e+25
1e+18,8192,7.6384,0.07229084000179137,1.8109828247106123,3.755326320097798,0.07229084312281535,1.8109827465247648,3.755326320097798,0.0,4.3173157845466683e-08,0.07214638144880028,1.8146089519410549,3.7553266846818865,False,True,False,7.855048177628824e+17,2.1449518223711776e+17,0.0,1.0000000000000001e+18,1.28e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,1e+18
2.238721138568347e+18,8192,7.6384,0.10401980945189528,2.817614339100613,3.5324776675977816,0.10401980630129296,2.8176144244418824,3.5324776675977816,0.0,3.0288484786973436e-08,0.1042328232260576,2.8118561657543535,3.5324780045243855,False,True,False,1.7585262399730417e+18,4.8019489859530534e+17,0.0,2.238721138568347e+18,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,2.238721138568347e+18
5.011872336272715e+18,8192,7.6384,0.14967484812712295,4.383780258135572,3.335560954524613,0.14967483619711147,4.383780607550011,3.335560954524613,0.0,7.970619365161158e-08,0.14981106312489526,4.3797943267521315,3.3355610134013096,False,True,False,3.9368498661547295e+18,1.0750224701179849e+18,0.0,5.011872336272714e+18,-2.043148610528136e-16,0.7855048177628823,0.21449518223711775,0.0,2.043148610528136e-16,False,True,True,5.011872336272715e+18
1.1220184543019653e+19,8192,7.6384,0.21536818416464185,6.8204975345792995,3.1615585925963146,0.2153681821493044,6.820497598403046,3.1615585925963146,0.0,9.357637847728094e-09,0.2153194544672049,6.822041105187222,3.1615585958150065,False,True,False,8.813509014730563e+18,2.406675528289092e+18,0.0,1.1220184543019655e+19,1.8252819212979077e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,1.1220184543019653e+19
2.511886431509572e+19,8192,7.6384,0.3098947877776036,10.611660104460896,3.007804137303453,0.3098948030329693,10.611659582074738,3.007804137303453,0.0,4.922756220371077e-08,0.3094729221259386,10.626125650830714,3.007804240393762,False,True,False,1.9730988936239833e+19,5.387875378855891e+18,0.0,2.5118864315095724e+19,1.63064697058713e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,2.511886431509572e+19
5.6234132519034905e+19,8192,7.6384,0.445909870071884,16.51013092597143,2.871941426818255,0.4459098274798405,16.510132502972365,2.871941426818255,0.0,9.551716710063893e-08,0.4447971957116137,16.551431544642472,2.8719417331917434,False,True,False,4.417218201641829e+19,1.2061950502616621e+19,0.0,5.6234132519034905e+19,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,5.6234132519034905e+19
1.2589254117941713e+20,8192,7.6384,0.6416227860256356,25.687262508601425,2.75188847573319,0.6416228097311696,25.68726155955431,2.75188847573319,0.0,3.694621453711435e-08,0.6426166710101263,25.647534027141646,2.751888579632964,False,True,False,9.888919761684421e+19,2.700334356257293e+19,0.0,1.2589254117941713e+20,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,1.2589254117941713e+20
2.818382931264449e+20,8192,7.6384,0.9232355547379087,39.965484421386826,2.645805570329923,0.9232356063871031,39.965482185570686,2.645805570329922,3.356930039229499e-16,5.594367679119573e-08,0.9236158408279674,39.949029184116014,2.6458055768278728,False,True,False,2.2138533708088987e+20,6.045295604555501e+19,0.0,2.8183829312644488e+20,-1.162652513840582e-16,0.7855048177628823,0.21449518223711775,0.0,1.162652513840582e-16,False,True,True,2.818382931264449e+20
6.309573444801943e+20,8192,7.6384,1.3284502324236829,62.18022848421355,2.5520670764646205,1.3284502545320873,62.1802274493945,2.5520670764646205,0.0,1.6642252402811195e-08,1.3274884700507725,62.22527791812148,2.55206709422856,False,True,False,4.956200338920672e+20,1.3533731058812717e+20,0.0,6.309573444801945e+20,2.0773512052226271e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,6.309573444801943e+20
1.4125375446227498e+21,8192,7.6384,1.9115165258645783,96.74299886667828,2.469236528048433,1.9115164824204214,96.7430010654132,2.469236528048433,0.0,2.272758688618081e-08,1.9079638527399105,96.92313658342792,2.4692366316088643,False,True,False,1.1095550465721222e+21,3.0298249805062753e+20,0.0,1.4125375446227498e+21,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,1.4125375446227498e+21
3.1622776601683794e+21,8192,7.6384,2.750494164840605,150.51745785168433,2.3960446143743646,2.7504946083599853,150.517433580628,2.3960446143743646,0.0,1.6125077249201038e-07,2.756513285776909,150.18878801123444,2.3960447407055936,False,True,False,2.4839843371661965e+21,6.782933230021826e+20,0.0,3.162277660168379e+21,-1.6579442298943593e-16,0.7855048177628823,0.21449518223711775,0.0,1.6579442298943593e-16,False,True,True,3.1622776601683794e+21
7.079457843841402e+21,8192,7.6384,3.9577063215760093,234.1822843688668,2.331369728964268,3.9577061773686784,234.18229290178982,2.331369728964268,0.0,3.6437098789710246e-08,3.9618631931759887,233.93657530733535,2.331369754714573,False,True,False,5.560948243486648e+21,1.5185096003547544e+21,0.0,7.079457843841402e+21,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,False,True,True,7.079457843841402e+21
1.584893192461111e+22,8192,7.6384,5.694771015022036,364.3521501373251,2.2742207818628755,5.694771456295147,364.35212190461937,2.2742207818628764,3.9054186241873756e-16,7.748741347794729e-08,6.933623253425857,299.25220739932774,2.2750177973116346,True,True,False,1.2449412383177978e+22,3.399519541433134e+21,0.0,1.5848931924611114e+22,2.646426913782657e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,True,True,False,1.584893192461111e+22
3.5481338923357603e+22,8192,7.6384,8.194246471164359,566.8766648862016,2.2237220119912564,8.194246992078567,566.8766288494421,2.2237220119912564,0.0,6.357072324918541e-08,,,,False,False,False,2.787076266497507e+22,7.610576258382527e+21,0.0,3.5481338923357603e+22,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,True,True,False,3.5481338923357603e+22
7.94328234724279e+22,8192,7.6384,11.790761653089081,881.9739182519751,2.179099566821404,11.790760047615928,881.9740383447801,2.179099566821404,0.0,1.361636694367818e-07,,,,False,False,False,6.239486552610067e+22,1.7037957946327224e+22,0.0,7.94328234724279e+22,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,True,True,False,7.94328234724279e+22
1.7782794100389228e+23,8192,7.6384,16.965806688759127,1372.2179258744056,2.139669643716373,16.965808162098362,1372.2178067086993,2.139669643716373,0.0,8.68416771795214e-08,,,,False,False,False,1.3968470439141099e+23,3.814323661248129e+22,0.0,1.7782794100389228e+23,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,True,False,False,1.7782794100389228e+23
3.9810717055349855e+23,8192,7.6384,24.412221555059205,2134.9627395334646,2.1048280112116853,24.41222155575321,2134.962739472771,2.1048280112116857,2.1098598435813e-16,2.8428582462284275e-11,,,,False,False,False,3.127151004557226e+23,8.539207009777598e+22,0.0,3.981071705534985e+23,-1.6856984491562117e-16,0.7855048177628823,0.21449518223711775,0.0,1.6856984491562117e-16,True,False,False,3.9810717055349855e+23
8.912509381337441e+23,8192,7.6384,35.12691862514911,3321.6781371695242,2.0740407496601447,35.12691854070043,3321.678145155175,2.0740407496601447,0.0,2.4041015457373213e-09,,,,False,False,False,7.000819057397445e+23,1.911690323939996e+23,0.0,8.912509381337442e+23,1.505947677104816e-16,0.7855048177628823,0.21449518223711775,0.0,0.0,True,False,False,8.912509381337441e+23
1.9952623149688828e+24,8192,7.6384,50.54437749044599,5168.026722012853,2.046836069348008,50.54437193874376,5168.027289659544,2.046836069348008,0.0,1.098381880599043e-07,,,,False,False,False,1.5672881611087788e+24,4.279741538601039e+23,0.0,1.9952623149688825e+24,-1.3453642360011516e-16,0.7855048177628823,0.21449518223711775,0.0,1.3453642360011516e-16,True,False,False,1.9952623149688828e+24
4.4668359215096164e+24,8192,7.6384,72.72865963505477,8040.665935795974,2.0227970807017925,72.72865485544857,8040.666464215162,2.0227970807017925,0.0,6.571833632974112e-08,,,,False,False,False,3.5087211365021074e+24,9.581147850075088e+23,0.0,4.4668359215096164e+24,0.0,0.7855048177628823,0.21449518223711775,0.0,0.0,True,False,False,4.4668359215096164e+24
1e+25,8192,7.6384,104.64975509492228,12510.05981890724,2.0015554057950276,104.6497767049798,12510.057235594397,2.0015554057950276,0.0,2.0649884019158027e-07,,,,False,False,False,7.855048177628823e+24,2.1449518223711774e+24,0.0,9.999999999999999e+24,-2.1474836479999998e-16,0.7855048177628823,0.21449518223711775,0.0,2.1474836479999998e-16,True,False,False,1e+25
1e+18,32768,12.5536,0.057764390376035084,1.3790230305631652,3.9070934038388616,0.057764392835833,1.379022971839827,3.9070934038388616,0.0,4.2583290383716193e-08,0.0706662919109885,1.1272478365686946,3.911074903349017,True,True,False,4.779505480499618e+17,5.2204945195003834e+17,0.0,1.0000000000000001e+18,1.28e-16,0.4779505480499618,0.5220494519500383,0.0,0.0,True,False,True,1e+18
2.238721138568347e+18,32768,12.5536,0.08311759935625103,2.1455504076893286,3.6665842684128283,0.08311759407324974,2.145550544061726,3.6665842684128274,2.422359216864789e-16,6.356056554984254e-08,0.08298120650004628,2.149076962201835,3.666584502759193,False,True,False,1.0699979951097761e+18,1.1687231434585715e+18,0.0,2.2387211385683474e+18,2.287019991812924e-16,0.4779505480499618,0.5220494519500383,0.0,0.0,False,True,True,2.238721138568347e+18
5.011872336272715e+18,32768,12.5536,0.11959850223056652,3.3381509595329093,3.4540621468704487,0.11959849494410199,3.3381511629076974,3.4540621468704487,0.0,6.092438314020288e-08,0.11988633739507022,3.3301363913055972,3.4540625905126676,False,True,False,2.395427129877987e+18,2.616445206394729e+18,0.0,5.011872336272715e+18,0.0,0.4779505480499618,0.5220494519500383,0.0,0.0,False,True,True,5.011872336272715e+18
1.1220184543019653e+19,32768,12.5536,0.17209113467220458,5.19365641328425,3.2662703107521684,0.17209112164975343,5.193656806297768,3.2662703107521684,0.0,7.567183606200063e-08,0.17230944249062022,5.187076299131504,3.2662704198017547,False,True,False,5.362693351557954e+18,5.857491191461702e+18,0.0,1.1220184543019653e+19,0.0,0.4779505480499618,0.5220494519500383,0.0,0.0,False,True,True,1.1220184543019653e+19
2.511886431509572e+19,32768,12.5536,0.24762313491453972,8.080542077201322,3.100331003085122,0.24762313409137598,8.080542104063147,3.100331003085123,2.864785788408733e-16,3.3242602095438423e-09,0.24765577643419812,8.07947704582244,3.100331004126737,False,True,False,1.2005574965792629e+19,1.3113289349303095e+19,0.0,2.5118864315095724e+19,1.63064697058713e-16,0.4779505480499618,0.5220494519500383,0.0,0.0,False,True,True,2.511886431509572e+19
