logC,C,cost,ell,N,D,Q,L,N_over_D,tokens_per_param,Q_at_bound,share_train,share_attn,share_quality
22.8,6.30957e+22,对数渐进型,131072,7.85552e+08,2.37932e+12,1,1.69056,0.000330158,3028.85,False,0.177738,0.776548,0.0457144
22.9,7.94328e+22,对数渐进型,131072,8.67258e+08,2.72493e+12,1,1.69053,0.000318268,3142,False,0.178506,0.779907,0.0415867
23,1e+23,对数渐进型,131072,9.57883e+08,3.11819e+12,1,1.69051,0.000307192,3255.29,False,0.179212,0.782987,0.0378009
23.1,1.25893e+23,对数渐进型,131072,1.0584e+09,3.56555e+12,1,1.69048,0.000296841,3368.81,False,0.179857,0.785809,0.0343342
23.2,1.58489e+23,对数渐进型,131072,1.1699e+09,4.07429e+12,1,1.69046,0.000287141,3482.61,False,0.180448,0.788388,0.0311639
23.3,1.99526e+23,对数渐进型,131072,1.29358e+09,4.65267e+12,1,1.69043,0.00027803,3596.73,False,0.180987,0.790744,0.0282684
23.4,2.51189e+23,对数渐进型,131072,1.43079e+09,5.31005e+12,1,1.69041,0.00026945,3711.27,False,0.181479,0.792894,0.025627
23.5,3.16228e+23,对数渐进型,131072,1.58302e+09,6.05705e+12,1,1.69039,0.000261351,3826.27,False,0.181927,0.794853,0.0232199
23.6,3.98107e+23,对数渐进型,131072,1.75189e+09,6.9058e+12,1,1.69037,0.000253683,3941.92,False,0.182335,0.796636,0.0210288
23.7,5.01187e+23,对数渐进型,131072,1.93924e+09,7.86993e+12,1,1.69035,0.000246412,4058.25,False,0.182707,0.798258,0.0190358
23.8,6.30957e+23,对数渐进型,131072,2.14711e+09,8.96498e+12,1,1.69033,0.0002395,4175.37,False,0.183044,0.799731,0.0172246
23.9,7.94328e+23,对数渐进型,131072,2.37772e+09,1.02087e+13,1,1.69031,0.000232912,4293.46,False,0.18335,0.80107,0.0155801
24,1e+24,对数渐进型,131072,2.6336e+09,1.16208e+13,1,1.69029,0.000226628,4412.53,False,0.183628,0.802284,0.0140876
24.1,1.25893e+24,对数渐进型,131072,2.91749e+09,1.32243e+13,1,1.69028,0.000220615,4532.78,False,0.18388,0.803385,0.0127343
24.2,1.58489e+24,对数渐进型,131072,3.23247e+09,1.50449e+13,1,1.69026,0.000214856,4654.29,False,0.184109,0.804384,0.0115077
24.3,1.99526e+24,对数渐进型,131072,3.58197e+09,1.71115e+13,1,1.69024,0.000209331,4777.13,False,0.184316,0.805288,0.0103965
24.4,2.51189e+24,对数渐进型,131072,3.96974e+09,1.94577e+13,1,1.69023,0.000204019,4901.5,False,0.184503,0.806106,0.00939054
24.5,3.16228e+24,对数渐进型,131072,4.39998e+09,2.21208e+13,1,1.69021,0.000198907,5027.48,False,0.184673,0.806847,0.00848009
24.6,3.98107e+24,对数渐进型,131072,4.87734e+09,2.51437e+13,1,1.6902,0.000193979,5155.2,False,0.184826,0.807517,0.00765647
24.7,5.01187e+24,对数渐进型,131072,5.40699e+09,2.85748e+13,1,1.69018,0.000189223,5284.78,False,0.184965,0.808124,0.00691166
24.8,6.30957e+24,对数渐进型,131072,5.99469e+09,3.24687e+13,1,1.69017,0.00018463,5416.25,False,0.18509,0.808671,0.00623828
24.9,7.94328e+24,对数渐进型,131072,6.64676e+09,3.68883e+13,1,1.69016,0.000180186,5549.82,False,0.185204,0.809167,0.00562974
25,1e+25,对数渐进型,131072,7.37027e+09,4.19039e+13,1,1.69014,0.000175885,5685.54,False,0.185306,0.809614,0.00507989
