logC,C,cost,ell,N,D,Q,L,N_over_D,tokens_per_param,Q_at_bound,share_train,share_attn,share_quality
19,1e+19,指数型,2048,2.13478e+07,7.3083e+10,0.5,1.69232,0.000292103,3423.45,True,0.936096,0.0639041,0
19.1,1.25893e+19,指数型,2048,2.36868e+07,8.29208e+10,0.5,1.69224,0.000285655,3500.72,True,0.936096,0.0639041,0
19.2,1.58489e+19,指数型,2048,2.6282e+07,9.4083e+10,0.5,1.69215,0.000279349,3579.76,True,0.936096,0.0639041,0
19.3,1.99526e+19,指数型,2048,2.91615e+07,1.06748e+11,0.5,1.69207,0.000273181,3660.57,True,0.936096,0.0639041,0
19.4,2.51189e+19,指数型,2048,3.23565e+07,1.21118e+11,0.5,1.69199,0.00026715,3743.22,True,0.936096,0.0639041,0
19.5,3.16228e+19,指数型,2048,3.59017e+07,1.37421e+11,0.5,1.69191,0.000261252,3827.72,True,0.936096,0.0639041,0
19.6,3.98107e+19,指数型,2048,3.98351e+07,1.5592e+11,0.5,1.69184,0.000255483,3914.15,True,0.936096,0.0639041,0
19.7,5.01187e+19,指数型,2048,4.41996e+07,1.76909e+11,0.5,1.69177,0.000249843,4002.51,True,0.936096,0.0639041,0
19.8,6.30957e+19,指数型,2048,4.90423e+07,2.00724e+11,0.5,1.6917,0.000244327,4092.87,True,0.936096,0.0639041,0
19.9,7.94328e+19,指数型,2048,5.44155e+07,2.27744e+11,0.5,1.69164,0.000238933,4185.27,True,0.936096,0.0639041,0
20,1e+20,指数型,2048,6.03775e+07,2.58401e+11,0.5,1.69157,0.000233658,4279.76,True,0.936096,0.0639041,0
20.1,1.25893e+20,指数型,2048,6.69926e+07,2.93185e+11,0.5,1.69151,0.000228499,4376.38,True,0.936096,0.0639041,0
20.2,1.58489e+20,指数型,2048,7.43326e+07,3.32652e+11,0.5,1.69145,0.000223455,4475.18,True,0.936096,0.0639041,0
20.3,1.99526e+20,指数型,2048,8.24768e+07,3.77431e+11,0.5,1.69139,0.000218522,4576.21,True,0.936096,0.0639041,0
20.4,2.51189e+20,指数型,2048,9.43283e+07,4.07787e+11,0.50918,1.69134,0.000231318,4323.06,False,0.918812,0.0627242,0.0184643
20.5,3.16228e+20,指数型,2048,1.14663e+08,4.00109e+11,0.540604,1.69128,0.000286579,3489.44,False,0.870469,0.059424,0.0701074
20.6,3.98107e+20,指数型,2048,1.35405e+08,4.12051e+11,0.566379,1.69123,0.000328612,3043.11,False,0.840884,0.0574043,0.101712
20.7,5.01187e+20,指数型,2048,1.57457e+08,4.35376e+11,0.589083,1.69118,0.000361658,2765.04,False,0.820688,0.0560256,0.123286
20.8,6.30957e+20,指数型,2048,1.81202e+08,4.68039e+11,0.609526,1.69113,0.000387151,2582.97,False,0.806485,0.055056,0.138459
20.9,7.94328e+20,指数型,2048,2.07524e+08,5.0727e+11,0.629405,1.69108,0.0004091,2444.39,False,0.795168,0.0542834,0.150549
21,1e+21,指数型,2048,2.36283e+08,5.55099e+11,0.647906,1.69103,0.000425659,2349.3,False,0.786962,0.0537233,0.159314
21.1,1.25893e+21,指数型,2048,2.68126e+08,6.10829e+11,0.665843,1.69098,0.000438954,2278.14,False,0.780565,0.0532866,0.166148
21.2,1.58489e+21,指数型,2048,3.03169e+08,6.76102e+11,0.682897,1.69094,0.000448408,2230.11,False,0.775977,0.0529733,0.17105
21.3,1.99526e+21,指数型,2048,3.42136e+08,7.50727e+11,0.699703,1.6909,0.000455739,2194.24,False,0.772381,0.0527278,0.174892
21.4,2.51189e+21,指数型,2048,3.85642e+08,8.35273e+11,0.71651,1.69085,0.000461696,2165.93,False,0.769422,0.0525259,0.178052
21.5,3.16228e+21,指数型,2048,4.33545e+08,9.33247e+11,0.732505,1.69081,0.000464556,2152.59,False,0.767684,0.0524072,0.179909
21.6,3.98107e+21,指数型,2048,4.872e+08,1.04344e+12,0.748747,1.69078,0.000466917,2141.71,False,0.766173,0.052304,0.181523
21.7,5.01187e+21,指数型,2048,5.46777e+08,1.16909e+12,0.764706,1.69074,0.000467694,2138.15,False,0.765263,0.0522419,0.182495
21.8,6.30957e+21,指数型,2048,6.1322e+08,1.31131e+12,0.780665,1.6907,0.000467639,2138.4,False,0.764669,0.0522014,0.183129
21.9,7.94328e+21,指数型,2048,6.86677e+08,1.47441e+12,0.796095,1.69067,0.00046573,2147.17,False,0.764754,0.0522072,0.183039
22,1e+22,指数型,2048,7.68863e+08,1.65802e+12,0.811772,1.69064,0.000463722,2156.46,False,0.764875,0.0522155,0.182909
22.1,1.25893e+22,指数型,2048,8.5965e+08,1.86869e+12,0.826884,1.6906,0.000460029,2173.77,False,0.765613,0.0522659,0.182121
22.2,1.58489e+22,指数型,2048,9.61675e+08,2.10429e+12,0.842561,1.69057,0.000457006,2188.15,False,0.766101,0.0522991,0.1816
22.3,1.99526e+22,指数型,2048,1.07495e+09,2.37251e+12,0.85799,1.69054,0.000453086,2207.09,False,0.766916,0.0523548,0.180729
22.4,2.51189e+22,指数型,2048,1.20054e+09,2.67843e+12,0.873102,1.69052,0.000448226,2231.02,False,0.768082,0.0524344,0.179483
22.5,3.16228e+22,指数型,2048,1.34108e+09,3.02269e+12,0.888532,1.69049,0.000443671,2253.92,False,0.769132,0.0525061,0.178362
22.6,3.98107e+22,指数型,2048,1.49691e+09,3.41526e+12,0.903644,1.69046,0.000438299,2281.55,False,0.770495,0.0525991,0.176906
22.7,5.01187e+22,指数型,2048,1.67043e+09,3.86013e+12,0.918756,1.69044,0.000432739,2310.86,False,0.771934,0.0526974,0.175368
22.8,6.30957e+22,指数型,2048,1.86454e+09,4.36098e+12,0.934185,1.69041,0.000427552,2338.9,False,0.773229,0.0527857,0.173986
22.9,7.94328e+22,指数型,2048,2.07977e+09,4.93195e+12,0.949297,1.69039,0.000421694,2371.39,False,0.774794,0.0528926,0.172314
23,1e+23,指数型,2048,2.31941e+09,5.57905e+12,0.964409,1.69037,0.000415736,2405.37,False,0.776406,0.0530027,0.170591
23.1,1.25893e+23,指数型,2048,2.58728e+09,6.30836e+12,0.979804,1.69035,0.000410136,2438.22,False,0.777878,0.0531031,0.169019
23.2,1.58489e+23,指数型,2048,2.88443e+09,7.13907e+12,0.994916,1.69033,0.000404035,2475.03,False,0.779567,0.0532184,0.167215
23.3,1.99526e+23,指数型,2048,3.17052e+09,8.26018e+12,1,1.69031,0.000383832,2605.31,False,0.787537,0.0537625,0.1587
23.4,2.51189e+23,指数型,2048,3.46315e+09,9.64965e+12,1,1.69029,0.000358889,2786.38,False,0.798242,0.0544933,0.147265
23.5,3.16228e+23,指数型,2048,3.78651e+09,1.12523e+13,1,1.69027,0.00033651,2971.68,False,0.808408,0.0551873,0.136404
23.6,3.98107e+23,指数型,2048,4.14399e+09,1.30979e+13,1,1.69025,0.000316386,3160.7,False,0.818034,0.0558445,0.126122
23.7,5.01187e+23,指数型,2048,4.53939e+09,1.52202e+13,1,1.69024,0.000298248,3352.92,False,0.827121,0.0564648,0.116415
23.8,6.30957e+23,指数型,2048,4.9769e+09,1.76574e+13,1,1.69022,0.00028186,3547.86,False,0.835673,0.0570486,0.107279
23.9,7.94328e+23,指数型,2048,5.46122e+09,2.04525e+13,1,1.6902,0.000267019,3745.05,False,0.843699,0.0575965,0.098704
24,1e+24,指数型,2048,5.99747e+09,2.36548e+13,1,1.69019,0.000253542,3944.12,False,0.851212,0.0581094,0.0906789
24.1,1.25893e+24,指数型,2048,6.59146e+09,2.73192e+13,1,1.69018,0.000241276,4144.64,False,0.858225,0.0585881,0.0831871
24.2,1.58489e+24,指数型,2048,7.24952e+09,3.15089e+13,1,1.69016,0.000230079,4346.34,False,0.864755,0.0590339,0.0762115
24.3,1.99526e+24,指数型,2048,7.97874e+09,3.62947e+13,1,1.69015,0.000219832,4548.92,False,0.87082,0.059448,0.0697318
24.4,2.51189e+24,指数型,2048,8.78698e+09,4.17573e+13,1,1.69014,0.00021043,4752.17,False,0.876442,0.0598318,0.0637265
24.5,3.16228e+24,指数型,2048,9.68298e+09,4.79879e+13,1,1.69012,0.00020178,4955.9,False,0.881641,0.0601867,0.0581727
24.6,3.98107e+24,指数型,2048,1.06763e+10,5.50904e+13,1,1.69011,0.000193797,5160.05,False,0.886438,0.0605142,0.0530473
24.7,5.01187e+24,指数型,2048,1.17778e+10,6.31818e+13,1,1.6901,0.000186412,5364.46,False,0.890858,0.0608159,0.0483259
24.8,6.30957e+24,指数型,2048,1.29993e+10,7.23957e+13,1,1.69009,0.000179559,5569.18,False,0.894922,0.0610933,0.0439846
24.9,7.94328e+24,指数型,2048,1.43541e+10,8.28831e+13,1,1.69008,0.000173184,5774.19,False,0.898653,0.061348,0.0399994
25,1e+25,指数型,2048,1.58566e+10,9.48158e+13,1,1.69007,0.000167236,5979.59,False,0.902072,0.0615814,0.036347
19,1e+19,指数型,8192,1.97224e+07,6.63801e+10,0.5,1.69239,0.000297114,3365.72,True,0.785505,0.214495,0
19.1,1.25893e+19,指数型,8192,2.18832e+07,7.53158e+10,0.5,1.6923,0.000290553,3441.71,True,0.785505,0.214495,0
19.2,1.58489e+19,指数型,8192,2.42809e+07,8.54541e+10,0.5,1.69222,0.00028414,3519.4,True,0.785505,0.214495,0
19.3,1.99526e+19,指数型,8192,2.69412e+07,9.69574e+10,0.5,1.69213,0.000277866,3598.86,True,0.785505,0.214495,0
19.4,2.51189e+19,指数型,8192,2.9893e+07,1.10009e+11,0.5,1.69205,0.000271732,3680.1,True,0.785505,0.214495,0
19.5,3.16228e+19,指数型,8192,3.31681e+07,1.24818e+11,0.5,1.69197,0.000265733,3763.18,True,0.785505,0.214495,0
19.6,3.98107e+19,指数型,8192,3.68022e+07,1.4162e+11,0.5,1.6919,0.000259866,3848.14,True,0.785505,0.214495,0
19.7,5.01187e+19,指数型,8192,4.08343e+07,1.60684e+11,0.5,1.69182,0.000254128,3935.02,True,0.785505,0.214495,0
19.8,6.30957e+19,指数型,8192,4.53083e+07,1.82314e+11,0.5,1.69175,0.000248518,4023.85,True,0.785505,0.214495,0
19.9,7.94328e+19,指数型,8192,5.02724e+07,2.06856e+11,0.5,1.69169,0.000243031,4114.7,True,0.785505,0.214495,0
20,1e+20,指数型,8192,5.57805e+07,2.34701e+11,0.5,1.69162,0.000237666,4207.58,True,0.785505,0.214495,0
20.1,1.25893e+20,指数型,8192,6.1892e+07,2.66295e+11,0.5,1.69156,0.000232419,4302.58,True,0.785505,0.214495,0
20.2,1.58489e+20,指数型,8192,6.8673e+07,3.02142e+11,0.5,1.6915,0.000227287,4399.72,True,0.785505,0.214495,0
20.3,1.99526e+20,指数型,8192,7.78267e+07,3.31286e+11,0.506355,1.69144,0.000234923,4256.71,False,0.775323,0.211715,0.0129626
20.4,2.51189e+20,指数型,8192,9.49884e+07,3.22864e+11,0.538663,1.69138,0.000294206,3398.98,False,0.732558,0.200037,0.0674048
20.5,3.16228e+20,指数型,8192,1.12247e+08,3.32105e+11,0.564438,1.69132,0.000337987,2958.7,False,0.707296,0.193139,0.0995646
20.6,3.98107e+20,指数型,8192,1.30671e+08,3.50271e+11,0.587388,1.69127,0.000373055,2680.57,False,0.689816,0.188366,0.121818
20.7,5.01187e+20,指数型,8192,1.50628e+08,3.75535e+11,0.608396,1.69121,0.000401103,2493.13,False,0.677186,0.184917,0.137897
20.8,6.30957e+20,指数型,8192,1.72444e+08,4.0724e+11,0.628028,1.69116,0.000423446,2361.57,False,0.667807,0.182356,0.149837
20.9,7.94328e+20,指数型,8192,1.96238e+08,4.45999e+11,0.646211,1.69111,0.000439996,2272.75,False,0.661101,0.180525,0.158374
21,1e+21,指数型,8192,2.22722e+08,4.90635e+11,0.664148,1.69106,0.000453945,2202.91,False,0.65565,0.179036,0.165313
21.1,1.25893e+21,指数型,8192,2.52033e+08,5.42373e+11,0.68152,1.69101,0.000464685,2152,False,0.651488,0.1779,0.170613
21.2,1.58489e+21,指数型,8192,2.84781e+08,6.01054e+11,0.698891,1.69097,0.000473802,2110.59,False,0.648001,0.176947,0.175052
21.3,1.99526e+21,指数型,8192,3.20658e+08,6.69841e+11,0.715133,1.69092,0.000478708,2088.96,False,0.645901,0.176374,0.177725
21.4,2.51189e+21,指数型,8192,3.60688e+08,7.47759e+11,0.731375,1.69088,0.000482359,2073.15,False,0.644236,0.175919,0.179845
21.5,3.16228e+21,指数型,8192,4.05349e+08,8.35972e+11,0.747617,1.69084,0.000484884,2062.35,False,0.642943,0.175566,0.181491
21.6,3.98107e+21,指数型,8192,4.54707e+08,9.37321e+11,0.763294,1.6908,0.000485113,2061.37,False,0.642349,0.175404,0.182247
21.7,5.01187e+21,指数型,8192,5.10022e+08,1.05115e+12,0.779288,1.69076,0.000485206,2060.98,False,0.641806,0.175256,0.182939
21.8,6.30957e+21,指数型,8192,5.71394e+08,1.18099e+12,0.794965,1.69073,0.000483827,2066.86,False,0.6417,0.175227,0.183073
21.9,7.94328e+21,指数型,8192,6.39804e+08,1.32799e+12,0.810642,1.69069,0.000481785,2075.61,False,0.641789,0.175251,0.18296
22,1e+22,指数型,8192,7.15374e+08,1.49665e+12,0.825754,1.69066,0.000477985,2092.12,False,0.642397,0.175417,0.182186
22.1,1.25893e+22,指数型,8192,7.99972e+08,1.68636e+12,0.841184,1.69062,0.000474379,2108.02,False,0.642947,0.175567,0.181485
22.2,1.58489e+22,指数型,8192,8.94591e+08,1.9e+12,0.85686,1.69059,0.000470837,2123.88,False,0.643472,0.175711,0.180817
22.3,1.99526e+22,指数型,8192,9.99134e+08,2.14492e+12,0.871972,1.69056,0.000465815,2146.78,False,0.644444,0.175976,0.17958
22.4,2.51189e+22,指数型,8192,1.11612e+09,2.42053e+12,0.887402,1.69053,0.000461107,2168.69,False,0.645319,0.176215,0.178466
22.5,3.16228e+22,指数型,8192,1.24584e+09,2.73481e+12,0.902514,1.69051,0.000455547,2195.16,False,0.646457,0.176526,0.177017
22.6,3.98107e+22,指数型,8192,1.39095e+09,3.08861e+12,0.917944,1.69048,0.000450349,2220.5,False,0.64748,0.176805,0.175715
22.7,5.01187e+22,指数型,8192,1.55186e+09,3.49196e+12,0.933056,1.69045,0.000444408,2250.18,False,0.648742,0.17715,0.174108
22.8,6.30957e+22,指数型,8192,1.73102e+09,3.94907e+12,0.948168,1.69043,0.000438335,2281.36,False,0.650052,0.177508,0.17244
22.9,7.94328e+22,指数型,8192,1.93141e+09,4.46384e+12,0.963597,1.69041,0.000432678,2311.19,False,0.651229,0.177829,0.170942
23,1e+23,指数型,8192,2.15271e+09,5.05385e+12,0.978427,1.69038,0.000425955,2347.66,False,0.652769,0.178249,0.168981
23.1,1.25893e+23,指数型,8192,2.40145e+09,5.71379e+12,0.993962,1.69036,0.000420289,2379.31,False,0.653956,0.178574,0.167471
23.2,1.58489e+23,指数型,8192,2.64309e+09,6.59756e+12,1,1.69034,0.000400616,2496.16,False,0.660156,0.180267,0.159577
23.3,1.99526e+23,指数型,8192,2.88683e+09,7.70842e+12,1,1.69032,0.000374503,2670.2,False,0.669172,0.182729,0.148099
23.4,2.51189e+23,指数型,8192,3.15614e+09,8.98986e+12,1,1.6903,0.000351078,2848.37,False,0.677737,0.185067,0.137196
23.5,3.16228e+23,指数型,8192,3.45387e+09,1.04658e+13,1,1.69028,0.000330016,3030.16,False,0.685848,0.187282,0.12687
23.6,3.98107e+23,指数型,8192,3.78316e+09,1.21631e+13,1,1.69026,0.000311036,3215.06,False,0.693506,0.189373,0.11712
23.7,5.01187e+23,指数型,8192,4.14753e+09,1.41124e+13,1,1.69025,0.000293893,3402.6,False,0.700716,0.191342,0.107942
23.8,6.30957e+23,指数型,8192,4.55083e+09,1.63484e+13,1,1.69023,0.000278366,3592.39,False,0.707484,0.19319,0.0993259
23.9,7.94328e+23,指数型,8192,4.99741e+09,1.891e+13,1,1.69021,0.000264273,3783.97,False,0.71382,0.19492,0.09126
24,1e+24,指数型,8192,5.49204e+09,2.18418e+13,1,1.6902,0.000251447,3976.98,False,0.719735,0.196536,0.0837289
24.1,1.25893e+24,指数型,8192,6.04002e+09,2.51939e+13,1,1.69019,0.000239742,4171.16,False,0.725244,0.19804,0.0767154
24.2,1.58489e+24,指数型,8192,6.64724e+09,2.90232e+13,1,1.69017,0.000229032,4366.21,False,0.730363,0.199438,0.0701994
24.3,1.99526e+24,指数型,8192,7.32029e+09,3.33942e+13,1,1.69016,0.000219208,4561.87,False,0.735107,0.200733,0.0641592
24.4,2.51189e+24,指数型,8192,8.06635e+09,3.83802e+13,1,1.69014,0.00021017,4758.06,False,0.739496,0.201932,0.0585727
24.5,3.16228e+24,指数型,8192,8.89351e+09,4.40639e+13,1,1.69013,0.000201832,4954.62,False,0.743546,0.203038,0.053416
24.6,3.98107e+24,指数型,8192,9.81067e+09,5.05396e+13,1,1.69012,0.000194118,5151.5,False,0.747278,0.204057,0.0486654
24.7,5.01187e+24,指数型,8192,1.08278e+10,5.79137e+13,1,1.69011,0.000186964,5348.62,False,0.75071,0.204994,0.0442965
24.8,6.30957e+24,指数型,8192,1.19558e+10,6.63072e+13,1,1.6901,0.00018031,5546.02,False,0.75386,0.205854,0.0402855
24.9,7.94328e+24,指数型,8192,1.3207e+10,7.58573e+13,1,1.69009,0.000174103,5743.74,False,0.756748,0.206643,0.0366088
25,1e+25,指数型,8192,1.45947e+10,8.67199e+13,1,1.69008,0.000168297,5941.86,False,0.759392,0.207365,0.0332435
19,1e+19,指数型,32768,1.57593e+07,5.05469e+10,0.5,1.6926,0.000311776,3207.43,True,0.477951,0.522049,0
19.1,1.25893e+19,指数型,32768,1.74859e+07,5.73512e+10,0.5,1.6925,0.000304892,3279.85,True,0.477951,0.522049,0
19.2,1.58489e+19,指数型,32768,1.94018e+07,6.50714e+10,0.5,1.69241,0.000298162,3353.88,True,0.477951,0.522049,0
19.3,1.99526e+19,指数型,32768,2.15275e+07,7.38309e+10,0.5,1.69232,0.000291578,3429.61,True,0.477951,0.522049,0
19.4,2.51189e+19,指数型,32768,2.38861e+07,8.37696e+10,0.5,1.69223,0.000285141,3507.04,True,0.477951,0.522049,0
19.5,3.16228e+19,指数型,32768,2.65032e+07,9.5046e+10,0.5,1.69214,0.000278846,3586.21,True,0.477951,0.522049,0
19.6,3.98107e+19,指数型,32768,2.94069e+07,1.0784e+11,0.5,1.69206,0.000272689,3667.18,True,0.477951,0.522049,0
19.7,5.01187e+19,指数型,32768,3.26289e+07,1.22357e+11,0.5,1.69198,0.000266669,3749.97,True,0.477951,0.522049,0
19.8,6.30957e+19,指数型,32768,3.62038e+07,1.38828e+11,0.5,1.69191,0.000260782,3834.62,True,0.477951,0.522049,0
19.9,7.94328e+19,指数型,32768,4.01705e+07,1.57516e+11,0.5,1.69184,0.000255025,3921.19,True,0.477951,0.522049,0
20,1e+20,指数型,32768,4.45717e+07,1.7872e+11,0.5,1.69176,0.000249394,4009.72,True,0.477951,0.522049,0
20.1,1.25893e+20,指数型,32768,5.38888e+07,1.76669e+11,0.52754,1.6917,0.000305026,3278.4,False,0.453744,0.49561,0.0506457
20.2,1.58489e+20,指数型,32768,6.43206e+07,1.78726e+11,0.555469,1.69163,0.000359883,2778.68,False,0.435201,0.475356,0.0894434
20.3,1.99526e+20,指数型,32768,7.51662e+07,1.87282e+11,0.578985,1.69156,0.000401352,2491.58,False,0.423322,0.46238,0.114298
20.4,2.51189e+20,指数型,32768,8.69128e+07,1.99765e+11,0.600558,1.6915,0.000435076,2298.45,False,0.414719,0.452984,0.132298
20.5,3.16228e+20,指数型,32768,9.96829e+07,2.15966e+11,0.620436,1.69143,0.000461568,2166.53,False,0.408467,0.446155,0.145379
20.6,3.98107e+20,指数型,32768,1.13773e+08,2.3539e+11,0.639503,1.69137,0.000483337,2068.95,False,0.403623,0.440864,0.155513
20.7,5.01187e+20,指数型,32768,1.29293e+08,2.584e+11,0.657687,1.69131,0.000500358,1998.57,False,0.399962,0.436865,0.163173
20.8,6.30957e+20,指数型,32768,1.46397e+08,2.85355e+11,0.675058,1.69126,0.000513034,1949.19,False,0.397255,0.433908,0.168837
20.9,7.94328e+20,指数型,32768,1.65507e+08,3.15949e+11,0.69243,1.6912,0.000523839,1908.98,False,0.394988,0.431432,0.173579
21,1e+21,指数型,32768,1.86648e+08,3.51233e+11,0.709237,1.69115,0.000531408,1881.79,False,0.393342,0.429634,0.177024
21.1,1.25893e+21,指数型,32768,2.10024e+08,3.91858e+11,0.725478,1.6911,0.000535968,1865.78,False,0.392236,0.428427,0.179337
21.2,1.58489e+21,指数型,32768,2.35994e+08,4.3818e+11,0.741473,1.69105,0.000538578,1856.74,False,0.391475,0.427595,0.180929
21.3,1.99526e+21,指数型,32768,2.65081e+08,4.90274e+11,0.757715,1.691,0.00054068,1849.52,False,0.390813,0.426872,0.182315
21.4,2.51189e+21,指数型,32768,2.97228e+08,5.501e+11,0.773392,1.69096,0.000540317,1850.77,False,0.390556,0.426591,0.182853
21.5,3.16228e+21,指数型,32768,3.33066e+08,6.1784e+11,0.789069,1.69091,0.000539081,1855.01,False,0.390442,0.426467,0.183091
21.6,3.98107e+21,指数型,32768,3.72855e+08,6.94999e+11,0.804498,1.69087,0.000536483,1863.99,False,0.390549,0.426584,0.182867
21.7,5.01187e+21,指数型,32768,4.17371e+08,7.81868e+11,0.820175,1.69083,0.000533813,1873.32,False,0.390668,0.426713,0.182619
21.8,6.30957e+21,指数型,32768,4.66547e+08,8.81518e+11,0.835287,1.69079,0.000529254,1889.45,False,0.391091,0.427176,0.181733
21.9,7.94328e+21,指数型,32768,5.21806e+08,9.92983e+11,0.850964,1.69075,0.000525493,1902.97,False,0.391383,0.427494,0.181123
22,1e+22,指数型,32768,5.83157e+08,1.11987e+12,0.866394,1.69072,0.000520737,1920.35,False,0.391836,0.427989,0.180176
22.1,1.25893e+22,指数型,32768,6.51181e+08,1.26457e+12,0.881506,1.69068,0.000514941,1941.97,False,0.392462,0.428673,0.178865
22.2,1.58489e+22,指数型,32768,7.27297e+08,1.42744e+12,0.896935,1.69065,0.000509512,1962.66,False,0.393025,0.429288,0.177687
22.3,1.99526e+22,指数型,32768,8.11689e+08,1.61314e+12,0.912047,1.69062,0.000503172,1987.39,False,0.393744,0.430073,0.176183
22.4,2.51189e+22,指数型,32768,9.05665e+08,1.82359e+12,0.927159,1.69059,0.000496639,2013.54,False,0.394499,0.430898,0.174604
22.5,3.16228e+22,指数型,32768,1.01078e+09,2.06054e+12,0.942589,1.69056,0.000490542,2038.56,False,0.395177,0.431638,0.173185
22.6,3.98107e+22,指数型,32768,1.12734e+09,2.33065e+12,0.957701,1.69053,0.000483702,2067.39,False,0.395991,0.432527,0.171482
22.7,5.01187e+22,指数型,32768,1.25711e+09,2.63679e+12,0.972813,1.6905,0.00047676,2097.49,False,0.396826,0.43344,0.169734
22.8,6.30957e+22,指数型,32768,1.40167e+09,2.98349e+12,0.98796,1.69047,0.000469808,2128.53,False,0.397669,0.434361,0.16797
22.9,7.94328e+22,指数型,32768,1.55575e+09,3.39984e+12,1,1.69045,0.000457596,2185.33,False,0.39953,0.436394,0.164076
23,1e+23,指数型,32768,1.69857e+09,3.97509e+12,1,1.69042,0.000427304,2340.25,False,0.405119,0.442498,0.152383
23.1,1.25893e+23,指数型,32768,1.85635e+09,4.6391e+12,1,1.6904,0.000400153,2499.04,False,0.410435,0.448304,0.141261
23.2,1.58489e+23,指数型,32768,2.03074e+09,5.4043e+12,1,1.69038,0.000375763,2661.25,False,0.415475,0.453809,0.130716
23.3,1.99526e+23,指数型,32768,2.22358e+09,6.28481e+12,1,1.69036,0.000353803,2826.43,False,0.420239,0.459013,0.120748
23.4,2.51189e+23,指数型,32768,2.43694e+09,7.29653e+12,1,1.69034,0.000333985,2994.14,False,0.424729,0.463917,0.111354
23.5,3.16228e+23,指数型,32768,2.67305e+09,8.45758e+12,1,1.69032,0.000316054,3164.01,False,0.428948,0.468526,0.102526
23.6,3.98107e+23,指数型,32768,2.93448e+09,9.78831e+12,1,1.6903,0.000299794,3335.62,False,0.432902,0.472845,0.0942531
23.7,5.01187e+23,指数型,32768,3.22399e+09,1.13119e+13,1,1.69028,0.000285008,3508.67,False,0.436598,0.476881,0.0865215
23.8,6.30957e+23,指数型,32768,3.54471e+09,1.30546e+13,1,1.69026,0.00027153,3682.84,False,0.440042,0.480644,0.0793142
23.9,7.94328e+23,指数型,32768,3.90008e+09,1.50459e+13,1,1.69025,0.000259212,3857.85,False,0.443246,0.484142,0.0726118
24,1e+24,指数型,32768,4.29393e+09,1.73197e+13,1,1.69023,0.000247922,4033.53,False,0.446218,0.487389,0.0663939
24.1,1.25893e+24,指数型,32768,4.73049e+09,1.9914e+13,1,1.69021,0.000237546,4209.71,False,0.448968,0.490393,0.0606382
24.2,1.58489e+24,指数型,32768,5.21446e+09,2.28721e+13,1,1.6902,0.000227984,4386.28,False,0.45151,0.493169,0.0553215
24.3,1.99526e+24,指数型,32768,5.7511e+09,2.62429e+13,1,1.69019,0.000219149,4563.11,False,0.453852,0.495728,0.0504197
24.4,2.51189e+24,指数型,32768,6.34617e+09,3.00822e+13,1,1.69017,0.000210961,4740.21,False,0.456008,0.498083,0.045909
24.5,3.16228e+24,指数型,32768,7.00613e+09,3.44529e+13,1,1.69016,0.000203354,4917.54,False,0.457989,0.500246,0.0417651
24.6,3.98107e+24,指数型,32768,7.73806e+09,3.94267e+13,1,1.69015,0.000196264,5095.17,False,0.459805,0.50223,0.0379646
24.7,5.01187e+24,指数型,32768,8.54994e+09,4.50846e+13,1,1.69013,0.000189642,5273.09,False,0.461469,0.504047,0.0344839
24.8,6.30957e+24,指数型,32768,9.45049e+09,5.15189e+13,1,1.69012,0.000183437,5451.45,False,0.46299,0.505709,0.0313007
24.9,7.94328e+24,指数型,32768,1.04495e+10,5.8834e+13,1,1.69011,0.000177609,5630.34,False,0.46438,0.507227,0.0283933
25,1e+25,指数型,32768,1.15577e+10,6.71482e+13,1,1.6901,0.000172122,5809.82,False,0.465648,0.508611,0.0257408
19,1e+19,指数型,131072,1.02976e+07,3.01448e+10,0.5,1.69303,0.000341605,2927.36,True,0.186252,0.813748,0
19.1,1.25893e+19,指数型,131072,1.14259e+07,3.42027e+10,0.5,1.69292,0.000334063,2993.45,True,0.186252,0.813748,0
19.2,1.58489e+19,指数型,131072,1.26777e+07,3.88069e+10,0.5,1.69281,0.000326688,3061.03,True,0.186252,0.813748,0
19.3,1.99526e+19,指数型,131072,1.40667e+07,4.40308e+10,0.5,1.69271,0.000319475,3130.13,True,0.186252,0.813748,0
19.4,2.51189e+19,指数型,131072,1.5608e+07,4.99579e+10,0.5,1.69261,0.000312422,3200.79,True,0.186252,0.813748,0
19.5,3.16228e+19,指数型,131072,1.7318e+07,5.66828e+10,0.5,1.69251,0.000305525,3273.05,True,0.186252,0.813748,0
19.6,3.98107e+19,指数型,131072,2.08876e+07,5.62482e+10,0.526693,1.69242,0.000371347,2692.9,False,0.177071,0.773636,0.0492927
19.7,5.01187e+19,指数型,131072,2.49396e+07,5.68686e+10,0.554622,1.69232,0.000438547,2280.26,False,0.16979,0.741824,0.0883855
19.8,6.30957e+19,指数型,131072,2.91727e+07,5.94986e+10,0.57842,1.69223,0.000490309,2039.53,False,0.165057,0.721145,0.113798
19.9,7.94328e+19,指数型,131072,3.37358e+07,6.34503e+10,0.599993,1.69214,0.000531688,1880.8,False,0.161687,0.706423,0.13189
20,1e+20,指数型,131072,3.86964e+07,6.85847e+10,0.619871,1.69205,0.000564213,1772.38,False,0.159239,0.695725,0.145036
20.1,1.25893e+20,指数型,131072,4.41693e+07,7.47434e+10,0.638938,1.69197,0.000590946,1692.2,False,0.157342,0.687437,0.155221
20.2,1.58489e+20,指数型,131072,5.01708e+07,8.21106e+10,0.656875,1.69189,0.000611014,1636.62,False,0.155956,0.681381,0.162664
