Model,BBH,bbh_macro,bbh_weighted,bbh_group,n_subtasks
deepseek-ai/deepseek-llm-7b-base,9.76792,35.0303,34.8898,34.8898,24
deepseek-ai/deepseek-moe-16b-base,8.35556,34.0946,34.0219,34.0219,24
dnhkng/RYS-Llama-3-8B-Instruct,25.373,48.0871,47.8736,47.8736,24
dnhkng/RYS-Llama-3-Large-Instruct,49.6655,65.2527,65.0581,65.0581,24
dnhkng/RYS-Llama-3.1-8B-Instruct,31.0854,51.6365,51.5015,51.5015,24
duyhv1411/Llama-3.2-3B-en-vi,5.94625,32.7164,32.3555,32.3555,24
dwikitheduck/gemma-2-2b-id-inst,15.4151,39.6217,39.3334,39.3334,24
ehristoforu/Gemma2-9B-it-psy10k-mental_health,35.566,55.3938,55.4244,55.4244,24
ehristoforu/Gemma2-9b-it-train6,40.9876,58.9809,58.9134,58.9134,24
ehristoforu/QwenQwen2.5-7B-IT,34.9697,53.9796,53.758,53.758,24
ehristoforu/coolqwen-3b-it,27.4637,48.5089,48.1687,48.1687,24
ehristoforu/qwen2.5-test-32b-it,58.2833,70.8059,70.4392,70.4392,24
ehristoforu/rufalcon3-3b-it,18.2144,41.5542,41.2428,41.2428,24
ehristoforu/ruphi-4b,2.40063,29.0603,28.8144,28.8144,24
ell44ot/gemma-2b-def,4.58642,31.5865,31.3314,31.3314,24
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,7.39461,32.9212,32.7894,32.7894,24
facebook/opt-1.3b,3.64805,30.9395,30.7585,30.7585,24
facebook/opt-30b,3.49843,30.7034,30.4808,30.4808,24
failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5,37.8713,57.471,57.247,57.247,24
failspy/Phi-3-medium-4k-instruct-abliterated-v3,46.7328,63.048,62.8363,62.8363,24
fhai50032/Unaligned-Thinker-PHI-4,51.925,66.4258,66.1517,66.1517,24
flammenai/Mahou-1.2a-mistral-7B,31.1668,51.1811,50.9287,50.9287,24
flammenai/Mahou-1.5-mistral-nemo-12B,36.2605,55.2236,54.8169,54.8169,24
fluently-lm/Llama-TI-8B,31.9843,52.0086,51.866,51.866,24
fluently-lm/Llama-TI-8B-Instruct,32.2669,52.5214,52.4909,52.4909,24
fluently-sets/FalconThink3-10B-IT,44.9758,62.0017,61.7428,61.7428,24
freewheelin/free-evo-qwen72b-v0.8-re,45.3174,61.2748,60.8401,60.8401,24
fulim/FineLlama-3.1-8B,22.4626,45.6921,45.5129,45.5129,24
gaverfraxz/Meta-Llama-3.1-8B-Instruct-HalfAbliterated-DELLA,15.2766,39.8484,39.9063,39.9063,24
gaverfraxz/Meta-Llama-3.1-8B-Instruct-HalfAbliterated-TIES,28.9142,50.4366,50.3211,50.3211,24
gbueno86/Brinebreath-Llama-3.1-70B,55.4636,68.8056,68.5992,68.5992,24
gmonsoon/gemma2-9b-sahabatai-v1-instruct-BaseTIES,43.4013,60.7724,60.7533,60.7533,24
godlikehhd/ifd_new_correct_all_sample_2500_qwen,15.6828,40.1964,39.7848,39.7848,24
godlikehhd/ifd_new_qwen_2500,17.638,41.5982,41.2428,41.2428,24
godlikehhd/qwen-2.5-1.5b-cherry,16.3236,40.3576,39.9931,39.9931,24
google/codegemma-1.1-2b,7.55123,33.5342,33.1887,33.1887,24
google/gemma-1.1-2b-it,5.86283,31.8463,31.557,31.557,24
google/gemma-2-27b-it,49.2728,64.5139,64.225,64.225,24
google/gemma-2-2b,11.7558,36.5597,36.209,36.209,24
google/gemma-2-2b,12.4973,36.5597,36.209,36.209,24
google/gemma-2-2b-it,17.9808,41.9923,41.6247,41.6247,24
google/gemma-2-2b-jpn-it,18.5256,42.2557,42.2149,42.2149,24
google/gemma-2-2b-jpn-it,17.8481,42.2557,42.2149,42.2149,24
google/gemma-7b-it,11.9408,36.459,36.209,36.209,24
google/recurrentgemma-9b,15.3234,39.1241,38.8301,38.8301,24
google/recurrentgemma-9b-it,21.6216,42.8669,42.7009,42.7009,24
grimjim/DeepSauerHuatuoSkywork-R1-o1-Llama-3.1-8B,32.7692,52.694,52.4562,52.4562,24
grimjim/Gigantes-v2-gemma2-9b-it,42.7016,59.8656,59.7813,59.7813,24
grimjim/Gigantes-v3-gemma2-9b-it,42.7954,59.8351,59.7466,59.7466,24
grimjim/HuatuoSkywork-o1-Llama-3.1-8B,28.3328,48.8636,48.8283,48.8283,24
grimjim/Llama-3-Instruct-8B-SPPO-Iter3-SimPO-merge,28.258,49.6169,49.4185,49.4185,24
grimjim/Llama-3.1-Bonsaikraft-8B-Instruct,32.5875,52.8686,52.6124,52.6124,24
grimjim/Llama-Nephilim-Metamorphosis-v2-8B,28.1825,50.1348,49.9913,49.9913,24
grimjim/Magot-v2-Gemma2-8k-9B,41.4593,58.9671,58.896,58.896,24
grimjim/llama-3-Nephilim-v2-8B,29.8963,50.4821,50.3385,50.3385,24
grimjim/llama-3-Nephilim-v2.1-8B,29.8197,50.9504,50.8245,50.8245,24
grimjim/llama-3-Nephilim-v3-8B,28.9556,50.1267,49.9566,49.9566,24
gz987/qwen2.5-7b-cabs-v0.4,36.3584,55.244,54.9557,54.9557,24
hotmailuser/FalconSlerp2-7B,36.8174,55.3781,54.921,54.921,24
hotmailuser/FalconSlerp3-7B,36.834,55.3297,54.8689,54.8689,24
hotmailuser/Gemma2Crono-27B,50.1034,65.0534,64.8151,64.8151,24
hotmailuser/Gemma2atlas-27B,50.7133,65.4496,65.2144,65.2144,24
hotmailuser/Llama-Hermes-slerp-8B,33.3093,53.1029,52.9596,52.9596,24
hotmailuser/LlamaStock-8B,33.0911,53.2894,53.1331,53.1331,24
hotmailuser/Qwen2.5-HomerSlerp-7B,37.4041,56.3251,56.1187,56.1187,24
hotmailuser/QwenSlerp-14B,49.4219,64.9129,64.7978,64.7978,24
hotmailuser/QwenSlerp-7B,37.6193,56.3635,56.1534,56.1534,24
hotmailuser/QwenSlerp2-14B,49.6843,64.928,64.7631,64.7631,24
hotmailuser/QwenSparse-7B,1.88718,28.9566,28.5541,28.5541,24
hotmailuser/QwenStock-1.7B,17.7407,41.8755,41.6074,41.6074,24
hotmailuser/QwenStock1-14B,49.5624,65.0225,64.9019,64.9019,24
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,8.72537,34.8692,34.6294,34.6294,24
iFaz/llama31_8B_en_emo_v4,27.9312,49.1554,49.0366,49.0366,24
iFaz/llama32_1B_en_emo_v1,7.28105,33.8026,33.4664,33.4664,24
iFaz/llama32_3B_en_emo_2000_stp,23.4161,45.3459,45.0616,45.0616,24
iFaz/llama32_3B_en_emo_300_stp,22.9398,45.0457,44.8012,44.8012,24
iFaz/llama32_3B_en_emo_5000_stp,23.4623,45.6795,45.4609,45.4609,24
iFaz/llama32_3B_en_emo_v3,20.0971,43.0136,42.8398,42.8398,24
ifable/gemma-2-Ifable-9B,41.0326,58.6612,58.6357,58.6357,24
jayasuryajsk/Qwen2.5-3B-reasoner,25.2688,46.5118,46.2593,46.2593,24
jebish7/Llama-3-Nanda-10B-Chat,29.6005,49.5861,49.3838,49.3838,24
jebish7/Llama-3.1-8B-Instruct,29.1916,50.8839,50.8419,50.8419,24
jebish7/gemma-2-9b-it,42.4141,59.4921,59.33,59.33,24
jeffmeloy/Qwen2.5-7B-minperplexity-2,36.8901,55.2391,54.9384,54.9384,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v0.9,34.7916,54.697,54.5565,54.5565,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.0,34.7372,54.1763,53.9316,53.9316,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,26.6612,48.6402,48.3944,48.3944,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,27.6609,49.4593,49.1234,49.1234,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,28.9003,50.2606,49.974,49.974,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,35.9253,55.226,54.9905,54.9905,24
jeffmeloy/Qwen2.5-7B-olm-v1.2,36.4407,55.3334,55.0946,55.0946,24
jeffmeloy/Qwen2.5-7B-olm-v1.3,36.4025,55.3185,55.0599,55.0599,24
jeffmeloy/Qwen2.5-7B-olm-v1.5,36.6331,55.4394,55.2508,55.2508,24
jiangxinyang-shanda/Homer-LLama3-8B,31.699,51.7324,51.4494,51.4494,24
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,26.9145,47.7377,47.6306,47.6306,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,29.55,50.3552,50.1302,50.1302,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,28.6077,50.1885,49.9913,49.9913,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,27.6658,48.8358,48.5853,48.5853,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,30.8547,51.4004,51.189,51.189,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,27.1644,48.5433,48.3076,48.3076,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,31.1635,51.571,51.3279,51.3279,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,29.53,50.4094,50.1823,50.1823,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,29.3206,49.8383,49.54,49.54,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,30.6931,51.3666,51.1543,51.1543,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,28.7393,49.6734,49.3664,49.3664,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,28.2194,49.183,48.8804,48.8804,24
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,30.8416,51.3861,51.2064,51.2064,24
johnsutor/Llama-3-8B-Instruct_linear,28.7786,50.315,50.1996,50.1996,24
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,28.7687,50.2145,49.9913,49.9913,24
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,25.3714,47.3819,47.0925,47.0925,24
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,36.4516,55.4994,55.2682,55.2682,24
keeeeenw/MicroLlama,2.83136,30.0731,29.8386,29.8386,24
kevin009/llamaRAGdrama,16.6378,40.0739,39.8021,39.8021,24
khoantap/llama-3-8b-stock-merge,30.7606,51.6226,51.5535,51.5535,24
khoantap/llama-linear-0.5-0.5-1-merge,38.2059,56.4301,56.4138,56.4138,24
khoantap/llama-linear-0.5-1-0.5-merge,42.2915,59.5077,59.5209,59.5209,24
khoantap/llama-slerp-merge,39.9153,57.8278,57.681,57.681,24
khulaifi95/Llama-3.1-8B-Reason-Blend-888k,26.5476,47.8953,47.9431,47.9431,24
kms7530/chemeng_llama-3-8b-Instruct-bnb-4bit_24_1_100_1,19.0792,42.8904,42.8051,42.8051,24
kms7530/chemeng_qwen-math-7b_24_1_100_1_nonmath,14.1353,38.9286,38.535,38.535,24
langgptai/Qwen-las-v0.1,14.6986,38.9255,38.6738,38.6738,24
langgptai/qwen1.5-7b-chat-sa-v0.1,20.3023,43.2527,42.9613,42.9613,24
lars1234/Mistral-Small-24B-Instruct-2501-writer,52.784,67.3316,67.1411,67.1411,24
lemon07r/Gemma-2-Ataraxy-9B,42.032,59.313,59.2432,59.2432,24
lemon07r/Gemma-2-Ataraxy-Advanced-9B,41.1614,58.8907,58.844,58.844,24
lemon07r/Gemma-2-Ataraxy-v3j-9B,38.1666,56.3229,56.3444,56.3444,24
lemon07r/Gemma-2-Ataraxy-v4-Advanced-9B,43.1819,60.2363,60.1805,60.1805,24
lemon07r/Gemma-2-Ataraxy-v4b-9B,43.4427,60.3916,60.3194,60.3194,24
lemon07r/Gemma-2-Ataraxy-v4c-9B,44.1254,60.8432,60.7881,60.7881,24
lemon07r/Llama-3-RedMagic4-8B,19.4757,42.5605,42.1107,42.1107,24
lemon07r/llama-3-NeuralMahou-8b,18.6921,41.8411,41.347,41.347,24
lightblue/suzume-llama-3-8B-multilingual,28.8951,49.4995,49.2796,49.2796,24
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-half,26.3486,47.0746,46.8321,46.8321,24
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-top25,27.6653,48.6464,48.4291,48.4291,24
lkoenig/BBAI_200_Gemma,9.39585,34.4904,34.1781,34.1781,24
lkoenig/BBAI_456_QwenKoen,36.5491,55.5271,55.3029,55.3029,24
lkoenig/BBAI_7B_KoenQwenDyan,36.2457,55.3657,55.0772,55.0772,24
lkoenig/BBAI_7B_Qwen2.5koen,36.3074,55.4403,55.1814,55.1814,24
lkoenig/BBAI_7B_QwenDyanKoenLo,36.6782,55.6246,55.3723,55.3723,24
llmat/Mistral-v0.3-7B-ORPO,14.8632,39.7766,39.698,39.698,24
llmat/Mistral-v0.3-7B-ORPO,15.5915,39.7766,39.698,39.698,24
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,5.85102,32.8156,32.4076,32.4076,24
maldv/badger-lambda-llama-3-8b,28.1031,49.6349,49.4706,49.4706,24
marcuscedricridia/Hush-Qwen2.5-7B-MST,35.3501,54.585,54.2093,54.2093,24
marcuscedricridia/Hush-Qwen2.5-7B-MST-v1.3,36.4519,55.1617,54.8516,54.8516,24
marcuscedricridia/Hush-Qwen2.5-7B-Preview,35.3288,54.3106,54.0184,54.0184,24
marcuscedricridia/Hush-Qwen2.5-7B-RP-v1.4-1M,32.6818,52.9512,52.838,52.838,24
marcuscedricridia/Hush-Qwen2.5-7B-v1.1,34.4,53.8358,53.5671,53.5671,24
marcuscedricridia/Hush-Qwen2.5-7B-v1.3,33.9688,53.2689,52.9769,52.9769,24
marcuscedricridia/Qwen2.5-7B-Preview,33.86,53.5978,53.4109,53.4109,24
marcuscedricridia/Yell-Qwen2.5-7B-Preview-v1.1,34.1566,53.4773,53.3414,53.3414,24
mattshumer/Reflection-Llama-3.1-70B,47.8662,64.5001,64.4333,64.4333,24
meditsolutions/Llama-3.2-SUN-1B-chat,8.69024,35.3169,35.0807,35.0807,24
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,5.46618,31.6112,31.3487,31.3487,24
meditsolutions/Llama-3.2-SUN-2.5B-chat,9.40909,35.7473,35.4973,35.4973,24
meta-llama/Llama-2-13b-hf,17.2226,41.2562,41.1387,41.1387,24
meta-llama/Llama-2-70b-chat-hf,4.61377,30.4247,30.2204,30.2204,24
meta-llama/Llama-2-70b-hf,35.9001,54.7259,54.6086,54.6086,24
meta-llama/Llama-2-7b-chat-hf,4.45917,31.1188,30.8453,30.8453,24
meta-llama/Llama-3.1-70B,46.3994,62.6007,62.7148,62.7148,24
meta-llama/Llama-3.1-70B-Instruct,55.928,68.0974,67.9917,67.9917,24
meta-llama/Llama-3.1-8B-Instruct,29.3792,50.8703,50.7724,50.7724,24
meta-llama/Llama-3.2-1B,4.36603,31.1495,30.8974,30.8974,24
meta-llama/Llama-3.2-3B-Instruct,24.0592,45.6537,45.4609,45.4609,24
meta-llama/Meta-Llama-3-70B,48.7098,64.6107,64.6589,64.6589,24
meta-llama/Meta-Llama-3-70B-Instruct,50.1851,65.467,65.2491,65.2491,24
meta-llama/Meta-Llama-3-8B-Instruct,28.2449,49.8871,49.7136,49.7136,24
meta-llama/Meta-Llama-3-8B-Instruct,26.7953,49.8871,49.7136,49.7136,24
microsoft/Phi-3-medium-128k-instruct,48.4605,63.8232,63.6174,63.6174,24
microsoft/Phi-3-medium-4k-instruct,49.3806,64.1246,63.8084,63.8084,24
microsoft/Phi-3-mini-128k-instruct,37.0998,55.7453,55.598,55.598,24
microsoft/Phi-4-mini-instruct,38.7355,56.8863,56.6742,56.6742,24
microsoft/phi-1,4.274,31.3948,31.1231,31.1231,24
microsoft/phi-1_5,7.46894,33.5976,33.3102,33.3102,24
microsoft/phi-4,52.5757,67.0346,66.8634,66.8634,24
microsoft/phi-4,52.4278,67.0346,66.8634,66.8634,24
migtissera/Tess-3-Mistral-Nemo-12B,28.0427,48.9942,48.8457,48.8457,24
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,7.56148,33.7464,33.5358,33.5358,24
mistral-community/Mixtral-8x22B-v0.1,12.6479,38,38,38,24
mistralai/Codestral-22B-v0.1,30.7376,51.3914,50.8766,50.8766,24
mistralai/Mistral-7B-Instruct-v0.1,7.64702,37.7971,37.6324,37.6324,24
mistralai/Mistral-7B-Instruct-v0.3,25.5691,47.2196,47.0057,47.0057,24
mistralai/Mistral-7B-v0.3,24.0373,45.1685,45.1137,45.1137,24
mistralai/Mistral-Large-Instruct-2411,52.7449,67.4665,67.0023,67.0023,24
mistralai/Mistral-Nemo-Instruct-2407,29.68,48.8493,48.7589,48.7589,24
mistralai/Mistral-Small-Instruct-2409,30.7921,52.1308,51.5709,51.5709,24
mistralai/Mistral-Small-Instruct-2409,40.5597,52.1308,51.5709,51.5709,24
mistralai/Mixtral-8x22B-Instruct-v0.1,44.1143,61.2492,61.1005,61.1005,24
mistralai/Mixtral-8x22B-v0.1,45.5884,62.3981,62.3329,62.3329,24
mistralai/Mixtral-8x7B-v0.1,30.2942,50.4424,50.3211,50.3211,24
mistralai/Mixtral-8x7B-v0.1,30.4003,50.4424,50.3211,50.3211,24
mkurman/llama-3.2-MEDIT-3B-o1,20.8193,43.9966,44.0201,44.0201,24
mkurman/phi-4-MedIT-11B-exp-1,34.7372,54.1394,53.8795,53.8795,24
mkxu/llama-3-8b-po1,29.1818,49.7609,49.4359,49.4359,24
mlabonne/BigQwen2.5-52B-Instruct,59.8096,71.21,70.8905,70.8905,24
mlabonne/ChimeraLlama-3-8B-v2,28.4788,50.456,50.3558,50.3558,24
mlabonne/OrpoLlama-3-8B,21.9541,44.2408,43.9681,43.9681,24
mlabonne/phixtral-2x2_8,28.5026,48.8859,48.7763,48.7763,24
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,7.22117,32.921,32.8242,32.8242,24
mlx-community/Mistral-Small-24B-Instruct-2501-bf16,52.3929,67.1327,66.9502,66.9502,24
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,50.0227,65.4176,65.197,65.197,24
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Llama3-8B-v1.1,7.89183,34.7303,34.317,34.317,24
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1,11.5654,36.9838,36.695,36.695,24
monsterapi/Llama-3_1-8B-Instruct-orca-ORPO,1.34047,28.6536,28.3284,28.3284,24
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,11.9651,36.4969,36.2263,36.2263,24
mukaj/Llama-3.1-Hawkish-8B,28.1358,48.8382,48.6374,48.6374,24
natong19/Mistral-Nemo-Instruct-2407-abliterated,29.915,50.4845,50.1649,50.1649,24
natong19/Qwen2-7B-Instruct-abliterated,37.7468,55.5304,55.1467,55.1467,24
nazimali/Mistral-Nemo-Kurdish-Instruct,25.5614,46.9942,46.7454,46.7454,24
nazimali/Mistral-Nemo-Kurdish-Instruct,26.0217,46.9942,46.7454,46.7454,24
nbeerbower/Dumpling-Qwen2.5-1.5B,18.1784,41.5974,41.1908,41.1908,24
nbeerbower/Dumpling-Qwen2.5-14B,49.6668,64.5064,64.2597,64.2597,24
nbeerbower/Gemma2-Gutenberg-Doppel-9B,41.0831,58.7011,58.5836,58.5836,24
nbeerbower/Gutensuppe-mistral-nemo-12B,35.5693,54.8683,54.5912,54.5912,24
nbeerbower/Hermes2-Gutenberg2-Mistral-7B,28.9073,49.8145,49.4879,49.4879,24
nbeerbower/Llama-3.1-Nemotron-lorablated-70B,54.1826,63.7904,63.7216,63.7216,24
nbeerbower/Mahou-1.5-mistral-nemo-12B-lorablated,36.0774,54.9604,54.5912,54.5912,24
nbeerbower/Mistral-Gutenberg-Doppel-7B-FFT,17.3466,40.7625,40.7047,40.7047,24
nbeerbower/Mistral-Nemo-Moderne-12B-FFT-experimental,32.0715,52.3409,51.9701,51.9701,24
nbeerbower/Mistral-Nemo-Prism-12B,35.918,54.7519,54.4176,54.4176,24
nbeerbower/Mistral-Nemo-Prism-12B-v2,36.1998,54.9188,54.5391,54.5391,24
nbeerbower/Mistral-Small-Drummer-22B,40.1218,57.932,57.7504,57.7504,24
nbeerbower/Mistral-Small-Gutenberg-Doppel-22B,40.9313,58.5893,58.3579,58.3579,24
nbeerbower/Qwen2.5-Gutenberg-Doppel-14B,48.2389,63.8174,63.6521,63.6521,24
nbeerbower/Stella-mistral-nemo-12B-v2,35.3645,54.8375,54.5912,54.5912,24
nbeerbower/gemma2-gutenberg-27B,13.0915,37.9657,37.8407,37.8407,24
nbeerbower/gemma2-gutenberg-9B,42.3556,59.509,59.3821,59.3821,24
nbeerbower/mistral-nemo-cc-12B,34.4465,53.9941,53.8448,53.8448,24
nbeerbower/mistral-nemo-gutenberg-12B-v3,34.9579,54.4066,54.2961,54.2961,24
nbeerbower/mistral-nemo-gutenberg2-12B-test,32.0448,52.5478,52.3347,52.3347,24
nbeerbower/mistral-nemo-kartoffel-12B,36.0525,54.838,54.4697,54.4697,24
nbeerbower/mistral-nemo-wissenschaft-12B,29.568,50.4031,50.0955,50.0955,24
necva/IE-cont-Llama3.1-8B,2.34704,29.1178,28.7624,28.7624,24
neopolita/jessi-v0.1-bf16-falcon3-7b-instruct,36.1347,55.1613,54.7822,54.7822,24
neopolita/jessi-v0.1-qwen2.5-7b-instruct,33.3423,54.2587,53.9837,53.9837,24
neopolita/jessi-v0.2-falcon3-10b-instruct,45.0218,62.0485,61.8122,61.8122,24
neopolita/jessi-v0.2-falcon3-7b-instruct,34.3829,53.6308,53.0984,53.0984,24
netcat420/DeepSeek-R1-MFANN-TIES-unretrained-7b,4.56159,30.8599,30.6023,30.6023,24
netcat420/MFANN-Llama3.1-Abliterated-SLERP-TIES-V3,26.9789,49.1402,49.054,49.054,24
netcat420/MFANN-Llama3.1-Abliterated-Slerp-TIES,27.5998,49.6751,49.6268,49.6268,24
netcat420/MFANN-Llama3.1-Abliterated-Slerp-V3.2,27.7744,49.7825,49.6962,49.6962,24
netcat420/MFANN-llama3.1-abliterated-v2,27.3536,49.4083,49.3491,49.3491,24
netcat420/MFANN-phigments-slerp-V3.3,28.1706,48.953,48.5853,48.5853,24
netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN,29.9807,50.7145,50.2517,50.2517,24
netcat420/Qwen2.5-DeepSeek-R1-MFANN-Slerp-7b,13.4556,37.8902,37.5976,37.5976,24
netcat420/qwen2.5-MFANN-7b-SLERPv1.1,29.9769,50.7476,50.3211,50.3211,24
newsbang/Homer-v1.0-Qwen2.5-72B,62.2741,73.098,72.9214,72.9214,24
newsbang/Homer-v1.0-Qwen2.5-7B,37.8108,56.5525,56.2923,56.2923,24
nhyha/N3N_gemma-2-9b-it_20241110_2026,40.9441,58.6715,58.5836,58.5836,24
nhyha/merge_Qwen2.5-7B-Instruct_20241023_0314,36.3652,55.5853,55.3723,55.3723,24
nisten/franqwenstein-35b,52.2275,66.4658,66.117,66.117,24
nisten/franqwenstein-35b,51.6803,66.4658,66.117,66.117,24
nisten/tqwendo-36b,49.4149,64.3183,64.1729,64.1729,24
nlpguy/Mistral-NeMo-Minitron-Upscale-v3,3.39827,30.5245,30.2204,30.2204,24
noname0202/gemma-2-2b-it-ties,18.1396,42.0574,41.6768,41.6768,24
noname0202/gemma-2-9b-sft-jp-en-zh-v1,22.0002,45.1929,45.1311,45.1311,24
noname0202/gemma-2-9b-sft-jp-en-zh-v2,22.6581,45.1504,44.8707,44.8707,24
noname0202/llama-math-1b-r16-0to512tokens-test,8.38924,34.8842,34.6294,34.6294,24
noname0202/llama-math-1b-r32-0to512tokens-test,8.1919,34.9518,34.6641,34.6641,24
noname0202/llama-math-1b-r32-test,8.49875,34.8596,34.6468,34.6468,24
notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,45.6583,61.9822,61.7775,61.7775,24
nvidia/Mistral-NeMo-Minitron-8B-Base,31.822,52.7748,52.595,52.595,24
oopere/Llama-FinSent-S,4.15602,31.5621,31.314,31.314,24
oopere/Llama-FinSent-S,4.30733,31.5621,31.314,31.314,24
oopere/pruned20-llama-1b,3.18539,30.3136,30.0295,30.0295,24
oopere/pruned20-llama-3.2-3b,6.33275,32.4785,32.3555,32.3555,24
oopere/pruned40-llama-1b,2.65531,29.6916,29.3178,29.3178,24
oopere/pruned40-llama-3.2-1B,2.70127,29.8249,29.4567,29.4567,24
oopere/pruned60-llama-1b,2.94253,30.1619,29.665,29.665,24
orai-nlp/Llama-eus-8B,20.9614,44.1825,44.1069,44.1069,24
pankajmathur/orca_mini_phi-4,54.6314,68.5633,68.4603,68.4603,24
princeton-nlp/Llama-3-8B-ProLong-64k-Base,28.6879,47.0264,46.9189,46.9189,24
princeton-nlp/Llama-3-8B-ProLong-64k-Instruct,30.0896,49.9401,49.7136,49.7136,24
princeton-nlp/Llama-3-Base-8B-SFT-DPO,26.0019,46.6585,46.5544,46.5544,24
princeton-nlp/Llama-3-Base-8B-SFT-IPO,25.7054,46.9007,46.7801,46.7801,24
princeton-nlp/Llama-3-Base-8B-SFT-KTO,25.5552,46.9285,46.7106,46.7106,24
princeton-nlp/Llama-3-Base-8B-SFT-ORPO,26.4859,47.3406,47.2661,47.2661,24
princeton-nlp/Llama-3-Base-8B-SFT-RDPO,25.5265,46.6201,46.4329,46.4329,24
princeton-nlp/Llama-3-Base-8B-SFT-RRHF,23.6591,45.2036,44.9922,44.9922,24
princeton-nlp/Llama-3-Base-8B-SFT-SLiC-HF,26.374,47.0408,46.9363,46.9363,24
princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,29.0864,50.2667,50.1649,50.1649,24
princeton-nlp/Llama-3-Instruct-8B-DPO,28.5074,49.913,49.783,49.783,24
princeton-nlp/Llama-3-Instruct-8B-RDPO,29.0325,50.3363,50.2343,50.2343,24
princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,28.4987,49.839,49.8872,49.8872,24
princeton-nlp/Llama-3-Instruct-8B-SimPO,26.7091,48.4468,48.2555,48.2555,24
princeton-nlp/Mistral-7B-Base-SFT-CPO,21.8577,43.8215,43.6383,43.6383,24
princeton-nlp/Mistral-7B-Base-SFT-DPO,20.791,43.5011,43.1175,43.1175,24
princeton-nlp/Mistral-7B-Base-SFT-RDPO,22.982,44.3953,43.9333,43.9333,24
princeton-nlp/Mistral-7B-Base-SFT-SLiC-HF,22.3047,44.224,44.0028,44.0028,24
princeton-nlp/Mistral-7B-Base-SFT-SimPO,22.3329,43.9805,43.7945,43.7945,24
princeton-nlp/Mistral-7B-Instruct-DPO,16.8754,40.6036,40.5312,40.5312,24
princeton-nlp/Mistral-7B-Instruct-IPO,20.0941,43.2218,43.1522,43.1522,24
princeton-nlp/Mistral-7B-Instruct-KTO,17.8126,41.3959,41.3817,41.3817,24
princeton-nlp/Mistral-7B-Instruct-SLiC-HF,16.6534,40.4001,40.3749,40.3749,24
princeton-nlp/Sheared-LLaMA-1.3B,4.74463,31.9705,31.8174,31.8174,24
princeton-nlp/gemma-2-9b-it-DPO,41.5937,59.4144,59.33,59.33,24
princeton-nlp/gemma-2-9b-it-SimPO,40.0934,58.3918,58.3232,58.3232,24
prithivMLmods/Galactic-Qwen-14B-Exp2,59.9173,72.03,71.932,71.932,24
prithivMLmods/Llama-3.1-8B-Open-SFT,28.1799,49.6798,49.4706,49.4706,24
prithivMLmods/Llama-3.2-6B-AlgoCode,11.6025,37.4774,37.3373,37.3373,24
