w_B6,sse_weighted,rmse_B1,rmse_B6,sse_B1,sse_B6,n_clusters,E,A,alpha,B,beta,kappa,rho,delta
0.1,0.16348833480255268,0.0006997261773526181,0.06727071046979266,0.000575789266568469,1.629125455359842,1,1.6859197907225258,0.35969197819602794,0.33587015652262414,1.2384806602926557,0.2803515567887225,0.379634919929576,0.5428388671186397,0.05918822285375456
0.3,0.4873983410279677,0.001880314579805902,0.06689132255044772,0.004157845512780039,1.6108016517172925,1,1.678683354774815,0.3699439439746307,0.3287740372683274,1.235528979310248,0.2811093994384272,0.37531433948811566,0.5499554374490053,0.05876921022409885
0.5,0.808084899554294,0.00288162355730535,0.0665966167169882,0.009765215087396157,1.5966393689337952,1,1.6720993358093077,0.3788928016043573,0.32285740915070865,1.2332603331892835,0.28168130062827385,0.37168162275640343,0.5557640029256606,0.058423592351734326
