logC,C,cost,ell,N,D,Q,L,N_over_D,tokens_per_param,Q_at_bound,share_train,share_attn,share_quality
23.3,1.99526e+23,指数型,8192,1.84374e+10,1.37922e+12,1,1.98521,0.013368,74.8054,False,0.76469,0.208811,0.0264985
23.4,2.51189e+23,指数型,8192,2.0397e+10,1.57353e+12,1,1.97483,0.0129626,77.145,False,0.766642,0.209344,0.0240139
23.5,3.16228e+23,指数型,8192,2.2571e+10,1.7943e+12,1,1.96483,0.0125792,79.496,False,0.768419,0.20983,0.0217512
23.6,3.98107e+23,指数型,8192,2.49829e+10,2.04511e+12,1,1.95519,0.0122159,81.8607,False,0.770036,0.210271,0.0196927
23.7,5.01187e+23,指数型,8192,2.76587e+10,2.33e+12,1,1.9459,0.0118707,84.241,False,0.771506,0.210673,0.0178215
23.8,6.30957e+23,指数型,8192,3.06275e+10,2.65355e+12,1,1.93694,0.0115421,86.6392,False,0.772841,0.211037,0.0161218
23.9,7.94328e+23,指数型,8192,3.39214e+10,3.02096e+12,1,1.9283,0.0112287,89.0577,False,0.774053,0.211368,0.0145792
24,1e+24,指数型,8192,3.7576e+10,3.43815e+12,1,1.91996,0.0109291,91.4987,False,0.775152,0.211668,0.0131799
24.1,1.25893e+24,指数型,8192,4.16308e+10,3.91182e+12,1,1.91192,0.0106423,93.9647,False,0.776148,0.21194,0.0119115
24.2,1.58489e+24,指数型,8192,4.61296e+10,4.44957e+12,1,1.90417,0.0103672,96.458,False,0.777051,0.212187,0.0107623
24.3,1.99526e+24,指数型,8192,5.11213e+10,5.06003e+12,1,1.89669,0.010103,98.9809,False,0.777868,0.21241,0.00972167
24.4,2.51189e+24,指数型,8192,5.66597e+10,5.75299e+12,1,1.88948,0.00984875,101.536,False,0.778608,0.212612,0.00877973
24.5,3.16228e+24,指数型,8192,6.28048e+10,6.53955e+12,1,1.88252,0.00960384,104.125,False,0.779278,0.212795,0.00792749
24.6,3.98107e+24,指数型,8192,6.96231e+10,7.43233e+12,1,1.8758,0.0093676,106.751,False,0.779883,0.21296,0.0071567
24.7,5.01187e+24,指数型,8192,7.71883e+10,8.44562e+12,1,1.86932,0.00913945,109.416,False,0.780431,0.21311,0.00645981
24.8,6.30957e+24,指数型,8192,8.55823e+10,9.59565e+12,1,1.86307,0.00891887,112.122,False,0.780925,0.213245,0.00582991
24.9,7.94328e+24,指数型,8192,9.48959e+10,1.09008e+13,1,1.85704,0.00870538,114.871,False,0.781372,0.213367,0.00526075
25,1e+25,指数型,8192,1.0523e+11,1.2382e+13,1,1.85122,0.00849858,117.667,False,0.781776,0.213477,0.00474657
19,1e+19,指数型,32768,1.7209e+08,3.8205e+09,0.697761,3.28131,0.0450437,22.2007,False,0.394482,0.430879,0.174639
19.1,1.25893e+19,指数型,32768,1.93892e+08,4.25352e+09,0.714286,3.22135,0.0455838,21.9376,False,0.39306,0.429326,0.177614
19.2,1.58489e+19,指数型,32768,2.18225e+08,4.74387e+09,0.73081,3.16358,0.0460016,21.7384,False,0.391913,0.428073,0.180014
19.3,1.99526e+19,指数型,32768,2.45255e+08,5.30322e+09,0.747052,3.10794,0.0462464,21.6233,False,0.391118,0.427205,0.181676
19.4,2.51189e+19,指数型,32768,2.75125e+08,5.9459e+09,0.762729,3.05436,0.0462714,21.6116,False,0.39075,0.426803,0.182446
19.5,3.16228e+19,指数型,32768,3.08603e+08,6.66768e+09,0.778723,3.00279,0.0462834,21.606,False,0.390414,0.426436,0.183149
19.6,3.98107e+19,指数型,32768,3.45572e+08,7.49692e+09,0.794118,2.95316,0.0460951,21.6943,False,0.390456,0.426482,0.183062
19.7,5.01187e+19,指数型,32768,3.86768e+08,8.43616e+09,0.809512,2.90541,0.0458464,21.812,False,0.390613,0.426653,0.182734
19.8,6.30957e+19,指数型,32768,4.32698e+08,9.49905e+09,0.824942,2.85947,0.0455517,21.9531,False,0.390856,0.426919,0.182226
19.9,7.94328e+19,指数型,32768,4.84076e+08,1.06959e+10,0.840619,2.81529,0.0452582,22.0954,False,0.391094,0.427179,0.181726
20,1e+20,指数型,32768,5.40839e+08,1.20682e+10,0.855731,2.77278,0.044815,22.3139,False,0.391618,0.427752,0.18063
20.1,1.25893e+20,指数型,32768,6.04366e+08,1.36124e+10,0.87116,2.7319,0.0443982,22.5234,False,0.39209,0.428267,0.179643
20.2,1.58489e+20,指数型,32768,6.74802e+08,1.53734e+10,0.886272,2.69259,0.0438942,22.7821,False,0.392732,0.428968,0.1783
20.3,1.99526e+20,指数型,32768,7.5324e+08,1.73689e+10,0.901384,2.65478,0.0433671,23.0589,False,0.393421,0.429721,0.176859
20.4,2.51189e+20,指数型,32768,8.40998e+08,1.96153e+10,0.916814,2.61843,0.0428747,23.3238,False,0.39404,0.430397,0.175563
20.5,3.16228e+20,指数型,32768,9.38302e+08,2.21763e+10,0.931926,2.58347,0.0423111,23.6345,False,0.394805,0.431232,0.173963
20.6,3.98107e+20,指数型,32768,1.04714e+09,2.50599e+10,0.947355,2.54984,0.0417856,23.9317,False,0.395492,0.431983,0.172525
20.7,5.01187e+20,指数型,32768,1.16783e+09,2.83471e+10,0.962467,2.51751,0.0411975,24.2733,False,0.396313,0.432879,0.170808
20.8,6.30957e+20,指数型,32768,1.30293e+09,3.20441e+10,0.977968,2.48642,0.0406605,24.5939,False,0.397026,0.433658,0.169315
20.9,7.94328e+20,指数型,32768,1.4523e+09,3.62745e+10,0.992938,2.45652,0.0400364,24.9773,False,0.397933,0.434649,0.167418
21,1e+21,指数型,32768,1.60073e+09,4.17914e+10,1,2.42779,0.0383029,26.1077,False,0.401381,0.438415,0.160204
21.1,1.25893e+21,指数型,32768,1.74825e+09,4.88329e+10,1,2.40028,0.0358007,27.9324,False,0.406881,0.444423,0.148696
21.2,1.58489e+21,指数型,32768,1.91125e+09,5.69563e+10,1,2.37393,0.0335564,29.8006,False,0.412107,0.450131,0.137762
21.3,1.99526e+21,指数型,32768,2.09144e+09,6.63131e+10,1,2.34869,0.0315388,31.707,False,0.417057,0.455538,0.127405
21.4,2.51189e+21,指数型,32768,2.29073e+09,7.70746e+10,1,2.32449,0.0297209,33.6464,False,0.421732,0.460643,0.117625
21.5,3.16228e+21,指数型,32768,2.51123e+09,8.94348e+10,1,2.30129,0.0280789,35.6139,False,0.426133,0.465451,0.108416
21.6,3.98107e+21,指数型,32768,2.75531e+09,1.03613e+11,1,2.27902,0.0265923,37.6049,False,0.430265,0.469964,0.0997705
21.7,5.01187e+21,指数型,32768,3.02556e+09,1.19858e+11,1,2.25765,0.0252429,39.6151,False,0.434134,0.47419,0.0916757
21.8,6.30957e+21,指数型,32768,3.32489e+09,1.38451e+11,1,2.23713,0.024015,41.6407,False,0.437747,0.478136,0.0841168
21.9,7.94328e+21,指数型,32768,3.6565e+09,1.5971e+11,1,2.21742,0.0228946,43.6784,False,0.441112,0.481812,0.0770762
22,1e+22,指数型,32768,4.02396e+09,1.83997e+11,1,2.19847,0.0218697,45.7254,False,0.444239,0.485227,0.0705341
22.1,1.25893e+22,指数型,32768,4.43123e+09,2.11722e+11,1,2.18026,0.0209295,47.7794,False,0.447137,0.488393,0.0644693
22.2,1.58489e+22,指数型,32768,4.8827e+09,2.43347e+11,1,2.16275,0.0200648,49.8386,False,0.449819,0.491322,0.0588592
22.3,1.99526e+22,指数型,32768,5.38324e+09,2.794e+11,1,2.14591,0.0192671,51.9018,False,0.452294,0.494026,0.0536802
22.4,2.51189e+22,指数型,32768,5.93824e+09,3.20476e+11,1,2.1297,0.0185294,53.9682,False,0.454575,0.496517,0.0489084
22.5,3.16228e+22,指数型,32768,6.55372e+09,3.67253e+11,1,2.1141,0.0178452,56.0374,False,0.456672,0.498808,0.0445198
22.6,3.98107e+22,指数型,32768,7.2363e+09,4.20499e+11,1,2.09908,0.0172089,58.1096,False,0.458598,0.500911,0.0404904
22.7,5.01187e+22,指数型,32768,7.99337e+09,4.81083e+11,1,2.08462,0.0166154,60.1852,False,0.460364,0.50284,0.0367966
22.8,6.30957e+22,指数型,32768,8.83312e+09,5.49993e+11,1,2.07069,0.0160604,62.2649,False,0.46198,0.504605,0.0334153
22.9,7.94328e+22,指数型,32768,9.76462e+09,6.28352e+11,1,2.05727,0.0155401,64.3498,False,0.463457,0.506219,0.0303243
23,1e+23,指数型,32768,1.0798e+10,7.17429e+11,1,2.04434,0.0150509,66.4412,False,0.464806,0.507692,0.0275022
23.1,1.25893e+23,指数型,32768,1.19443e+10,8.18669e+11,1,2.03189,0.0145899,68.5406,False,0.466036,0.509036,0.0249285
23.2,1.58489e+23,指数型,32768,1.3216e+10,9.33707e+11,1,2.01988,0.0141543,70.6497,False,0.467157,0.51026,0.0225839
23.3,1.99526e+23,指数型,32768,1.46269e+10,1.0644e+12,1,2.00831,0.0137419,72.7702,False,0.468176,0.511374,0.02045
23.4,2.51189e+23,指数型,32768,1.61922e+10,1.21286e+12,1,1.99715,0.0133504,74.904,False,0.469104,0.512386,0.0185097
23.5,3.16228e+23,指数型,32768,1.79289e+10,1.38148e+12,1,1.98639,0.012978,77.0532,False,0.469946,0.513307,0.0167468
23.6,3.98107e+23,指数型,32768,1.98557e+10,1.57296e+12,1,1.97602,0.0126231,79.2199,False,0.470711,0.514142,0.0151463
23.7,5.01187e+23,指数型,32768,2.19935e+10,1.7904e+12,1,1.96601,0.0122841,81.406,False,0.471405,0.5149,0.0136942
23.8,6.30957e+23,指数型,32768,2.43654e+10,2.03728e+12,1,1.95636,0.0119598,83.6137,False,0.472035,0.515588,0.0123776
23.9,7.94328e+23,指数型,32768,2.6997e+10,2.31756e+12,1,1.94706,0.0116489,85.8451,False,0.472605,0.516211,0.0111846
24,1e+24,指数型,32768,2.99169e+10,2.63575e+12,1,1.93808,0.0113504,88.1023,False,0.473121,0.516775,0.010104
24.1,1.25893e+24,指数型,32768,3.31567e+10,2.99695e+12,1,1.92942,0.0110635,90.3876,False,0.473589,0.517285,0.00912572
24.2,1.58489e+24,指数型,32768,3.67513e+10,3.40695e+12,1,1.92107,0.0107872,92.7029,False,0.474012,0.517748,0.0082405
24.3,1.99526e+24,指数型,32768,4.07397e+10,3.87232e+12,1,1.91301,0.0105207,95.0503,False,0.474395,0.518166,0.00743976
24.4,2.51189e+24,指数型,32768,4.5165e+10,4.40052e+12,1,1.90523,0.0102636,97.432,False,0.474741,0.518544,0.0067157
24.5,3.16228e+24,指数型,32768,5.00751e+10,5e+12,1,1.89773,0.010015,99.85,False,0.475054,0.518885,0.00606119
24.6,3.98107e+24,指数型,32768,5.55231e+10,5.68036e+12,1,1.89049,0.00977457,102.306,False,0.475336,0.519194,0.0054697
24.7,5.01187e+24,指数型,32768,6.1568e+10,6.4525e+12,1,1.8835,0.00954172,104.803,False,0.475592,0.519473,0.00493533
24.8,6.30957e+24,指数型,32768,6.82751e+10,7.32877e+12,1,1.87676,0.00931604,107.342,False,0.475822,0.519725,0.00445266
24.9,7.94328e+24,指数型,32768,7.57171e+10,8.32319e+12,1,1.87026,0.00909712,109.925,False,0.476031,0.519952,0.00401678
25,1e+25,指数型,32768,8.39744e+10,9.45167e+12,1,1.86398,0.0088846,112.554,False,0.476219,0.520158,0.00362323
19,1e+19,指数型,131072,1.19845e+08,2.11607e+09,0.778158,3.50065,0.056636,17.6566,False,0.152161,0.664799,0.18304
19.1,1.25893e+19,指数型,131072,1.34272e+08,2.3773e+09,0.793835,3.4322,0.0564809,17.7051,False,0.152132,0.664674,0.183194
19.2,1.58489e+19,指数型,131072,1.50207e+08,2.67715e+09,0.808947,3.36635,0.0561069,17.8231,False,0.152234,0.665122,0.182643
19.3,1.99526e+19,指数型,131072,1.68208e+08,3.00984e+09,0.824942,3.30299,0.0558862,17.8935,False,0.152245,0.665167,0.182588
19.4,2.51189e+19,指数型,131072,1.88004e+08,3.39409e+09,0.840054,3.24204,0.0553916,18.0533,False,0.15242,0.665931,0.181649
19.5,3.16228e+19,指数型,131072,2.10052e+08,3.82949e+09,0.855166,3.18342,0.0548511,18.2312,False,0.152623,0.666819,0.180558
19.6,3.98107e+19,指数型,131072,2.34728e+08,4.3194e+09,0.870595,3.12705,0.0543427,18.4017,False,0.152806,0.667618,0.179576
19.7,5.01187e+19,指数型,131072,2.62087e+08,4.8781e+09,0.885707,3.07282,0.0537273,18.6125,False,0.153055,0.668708,0.178237
19.8,6.30957e+19,指数型,131072,2.927e+08,5.50692e+09,0.901137,3.02068,0.0531513,18.8142,False,0.153279,0.669687,0.177033
19.9,7.94328e+19,指数型,131072,3.26643e+08,6.2239e+09,0.916249,2.97054,0.0524821,19.0541,False,0.153563,0.670928,0.175509
20,1e+20,指数型,131072,3.64751e+08,7.02695e+09,0.931926,2.92232,0.0519075,19.265,False,0.153786,0.671899,0.174315
20.1,1.25893e+20,指数型,131072,4.06717e+08,7.95129e+09,0.94679,2.87595,0.0511511,19.5499,False,0.154128,0.673395,0.172477
20.2,1.58489e+20,指数型,131072,4.53784e+08,8.98828e+09,0.962185,2.83136,0.0504862,19.8074,False,0.154411,0.67463,0.170959
20.3,1.99526e+20,指数型,131072,5.06151e+08,1.01646e+10,0.977509,2.78848,0.0497955,20.0822,False,0.154711,0.675944,0.169344
20.4,2.51189e+20,指数型,131072,5.64267e+08,1.15037e+10,0.992585,2.74724,0.0490508,20.387,False,0.155051,0.677428,0.167521
20.5,3.16228e+20,指数型,131072,6.22241e+08,1.32432e+10,1,2.70761,0.0469858,21.283,False,0.156351,0.68311,0.160539
20.6,3.98107e+20,指数型,131072,6.79566e+08,1.54754e+10,1,2.66966,0.0439128,22.7724,False,0.158498,0.692488,0.149014
20.7,5.01187e+20,指数型,131072,7.42904e+08,1.80506e+10,1,2.63332,0.0411567,24.2974,False,0.160537,0.701399,0.138064
20.8,6.30957e+20,指数型,131072,8.12922e+08,2.1017e+10,1,2.5985,0.0386792,25.8537,False,0.162469,0.70984,0.127691
20.9,7.94328e+20,指数型,131072,8.90362e+08,2.44289e+10,1,2.56512,0.036447,27.4371,False,0.164294,0.717812,0.117894
21,1e+21,指数型,131072,9.76045e+08,2.83478e+10,1,2.53312,0.0344311,29.0435,False,0.166012,0.725318,0.108669
21.1,1.25893e+21,指数型,131072,1.07088e+09,3.28432e+10,1,2.50241,0.0326059,30.6693,False,0.167625,0.732367,0.100008
21.2,1.58489e+21,指数型,131072,1.1759e+09,3.79941e+10,1,2.47293,0.0309494,32.3108,False,0.169136,0.738966,0.0918976
21.3,1.99526e+21,指数型,131072,1.2922e+09,4.38896e+10,1,2.44463,0.0294421,33.965,False,0.170547,0.74513,0.0843237
21.4,2.51189e+21,指数型,131072,1.42105e+09,5.06309e+10,1,2.41744,0.0280669,35.6292,False,0.171861,0.750871,0.0772686
21.5,3.16228e+21,指数型,131072,1.56383e+09,5.83324e+10,1,2.39131,0.026809,37.301,False,0.173082,0.756206,0.0707128
21.6,3.98107e+21,指数型,131072,1.72208e+09,6.71241e+10,1,2.3662,0.0256552,38.9785,False,0.174214,0.761151,0.0646348
21.7,5.01187e+21,指数型,131072,1.8975e+09,7.7153e+10,1,2.34204,0.024594,40.6604,False,0.175261,0.765727,0.059012
21.8,6.30957e+21,指数型,131072,2.09198e+09,8.8586e+10,1,2.31881,0.0236153,42.3455,False,0.176228,0.769951,0.0538212
21.9,7.94328e+21,指数型,131072,2.30763e+09,1.01612e+11,1,2.29646,0.0227101,44.0333,False,0.177119,0.773843,0.0490382
22,1e+22,指数型,131072,2.54677e+09,1.16447e+11,1,2.27494,0.0218707,45.7234,False,0.177938,0.777423,0.0446391
22.1,1.25893e+22,指数型,131072,2.81199e+09,1.33333e+11,1,2.25423,0.02109,47.4158,False,0.17869,0.78071,0.0405998
22.2,1.58489e+22,指数型,131072,3.10615e+09,1.52546e+11,1,2.23428,0.020362,49.1111,False,0.17938,0.783723,0.0368968
22.3,1.99526e+22,指数型,131072,3.43243e+09,1.744e+11,1,2.21508,0.0196813,50.8097,False,0.180011,0.786482,0.033507
22.4,2.51189e+22,指数型,131072,3.79436e+09,1.99251e+11,1,2.19657,0.0190431,52.5125,False,0.180589,0.789003,0.030408
22.5,3.16228e+22,指数型,131072,4.19585e+09,2.27501e+11,1,2.17874,0.0184432,54.2205,False,0.181116,0.791306,0.0275786
22.6,3.98107e+22,指数型,131072,4.64125e+09,2.59609e+11,1,2.16156,0.0178779,55.9351,False,0.181596,0.793406,0.0249981
22.7,5.01187e+22,指数型,131072,5.13538e+09,2.96093e+11,1,2.145,0.0173438,57.6575,False,0.182034,0.795319,0.0226473
22.8,6.30957e+22,指数型,131072,5.68357e+09,3.37543e+11,1,2.12904,0.0168381,59.3893,False,0.182433,0.79706,0.0205077
22.9,7.94328e+22,指数型,131072,6.29176e+09,3.84627e+11,1,2.11365,0.0163581,61.1319,False,0.182795,0.798643,0.0185621
23,1e+23,指数型,131072,6.96653e+09,4.38104e+11,1,2.09882,0.0159015,62.887,False,0.183124,0.800081,0.0167944
23.1,1.25893e+23,指数型,131072,7.71518e+09,4.98835e+11,1,2.08451,0.0154664,64.6563,False,0.183423,0.801387,0.0151895
23.2,1.58489e+23,指数型,131072,8.5458e+09,5.67795e+11,1,2.07071,0.0150509,66.4414,False,0.183694,0.802572,0.0137334
23.3,1.99526e+23,指数型,131072,9.46738e+09,6.46093e+11,1,2.05741,0.0146533,68.2441,False,0.18394,0.803647,0.0124132
23.4,2.51189e+23,指数型,131072,1.04899e+10,7.34987e+11,1,2.04457,0.0142722,70.0662,False,0.184163,0.80462,0.0112168
23.5,3.16228e+23,指数型,131072,1.16244e+10,8.35903e+11,1,2.03219,0.0139064,71.9093,False,0.184365,0.805502,0.0101331
23.6,3.98107e+23,指数型,131072,1.28832e+10,9.50459e+11,1,2.02025,0.0135547,73.7752,False,0.184548,0.8063,0.00915211
23.7,5.01187e+23,指数型,131072,1.42799e+10,1.08049e+12,1,2.00873,0.013216,75.6656,False,0.184713,0.807023,0.00826437
23.8,6.30957e+23,指数型,131072,1.58295e+10,1.22809e+12,1,1.99762,0.0128896,77.5822,False,0.184862,0.807676,0.00746135
23.9,7.94328e+23,指数型,131072,1.75489e+10,1.39561e+12,1,1.98689,0.0125744,79.5268,False,0.184998,0.808267,0.00673522
24,1e+24,指数型,131072,1.94567e+10,1.58574e+12,1,1.97655,0.0122698,81.5009,False,0.18512,0.808801,0.00607883
24.1,1.25893e+24,指数型,131072,2.15735e+10,1.80152e+12,1,1.96656,0.0119751,83.5063,False,0.18523,0.809284,0.00548565
24.2,1.58489e+24,指数型,131072,2.39222e+10,2.04641e+12,1,1.95693,0.0116898,85.5446,False,0.18533,0.80972,0.00494973
24.3,1.99526e+24,指数型,131072,2.65282e+10,2.32433e+12,1,1.94763,0.0114133,87.6173,False,0.18542,0.810114,0.00446566
24.4,2.51189e+24,指数型,131072,2.94197e+10,2.63972e+12,1,1.93866,0.011145,89.7262,False,0.185502,0.81047,0.00402852
24.5,3.16228e+24,指数型,131072,3.26281e+10,2.99763e+12,1,1.93,0.0108846,91.8727,False,0.185575,0.810791,0.00363384
24.6,3.98107e+24,指数型,131072,3.61879e+10,3.40378e+12,1,1.92165,0.0106317,94.0585,False,0.185642,0.811081,0.00327755
24.7,5.01187e+24,指数型,131072,4.01377e+10,3.86467e+12,1,1.91358,0.0103858,96.2852,False,0.185702,0.811342,0.00295597
24.8,6.30957e+24,指数型,131072,4.45203e+10,4.38766e+12,1,1.9058,0.0101467,98.5542,False,0.185756,0.811579,0.00266576
24.9,7.94328e+24,指数型,131072,4.9383e+10,4.98112e+12,1,1.89829,0.00991403,100.867,False,0.185804,0.811792,0.00240389
25,1e+25,指数型,131072,5.47785e+10,5.65454e+12,1,1.89105,0.00968753,103.225,False,0.185848,0.811984,0.00216763
19,1e+19,幂函数型,2048,1.59204e+08,9.79974e+09,0.5,3.15405,0.0162458,61.5545,True,0.936096,0.0639041,0
19.1,1.25893e+19,幂函数型,2048,1.76647e+08,1.11189e+10,0.5,3.1032,0.0158871,62.9442,True,0.936096,0.0639041,0
19.2,1.58489e+19,幂函数型,2048,2.09341e+08,1.13472e+10,0.520655,3.05387,0.0184487,54.2045,False,0.899283,0.0613911,0.0393258
19.3,1.99526e+19,幂函数型,2048,2.54166e+08,1.11666e+10,0.553774,3.00507,0.0227613,43.9342,False,0.853468,0.0582634,0.0882689
19.4,2.51189e+19,幂函数型,2048,3.01543e+08,1.14248e+10,0.583186,2.95715,0.0263938,37.8877,False,0.822902,0.0561768,0.120921
19.5,3.16228e+19,幂函数型,2048,3.53516e+08,1.19275e+10,0.611221,2.91036,0.0296387,33.7397,False,0.800037,0.0546159,0.145347
19.6,3.98107e+19,幂函数型,2048,4.10477e+08,1.26547e+10,0.637808,2.86485,0.0324367,30.8292,False,0.782875,0.0534443,0.163681
19.7,5.01187e+19,幂函数型,2048,4.74052e+08,1.355e+10,0.664148,2.82068,0.0349854,28.5834,False,0.768983,0.0524959,0.178521
19.8,6.30957e+19,幂函数型,2048,5.4526e+08,1.4609e+10,0.690488,2.7779,0.0373236,26.7927,False,0.757487,0.0517111,0.190802
19.9,7.94328e+19,幂函数型,2048,6.24609e+08,1.58586e+10,0.71651,2.73651,0.0393862,25.3896,False,0.74821,0.0510778,0.200712
20,1e+20,幂函数型,2048,7.13797e+08,1.72854e+10,0.74285,2.69652,0.0412947,24.2162,False,0.740298,0.0505377,0.209164
20.1,1.25893e+20,幂函数型,2048,8.13546e+08,1.89247e+10,0.76919,2.65792,0.0429885,23.262,False,0.733776,0.0500924,0.216132
20.2,1.58489e+20,幂函数型,2048,9.25923e+08,2.07702e+10,0.796095,2.62068,0.0445793,22.4319,False,0.72806,0.0497023,0.222237
20.3,1.99526e+20,幂函数型,2048,1.05193e+09,2.28642e+10,0.823247,2.58477,0.0460076,21.7355,False,0.723259,0.0493745,0.227366
20.4,2.51189e+20,幂函数型,2048,1.19327e+09,2.52331e+10,0.850717,2.55016,0.04729,21.1461,False,0.719218,0.0490986,0.231683
20.5,3.16228e+20,幂函数型,2048,1.35275e+09,2.78789e+10,0.878999,2.51683,0.0485224,20.6091,False,0.715555,0.0488486,0.235596
20.6,3.98107e+20,幂函数型,2048,1.53143e+09,3.08717e+10,0.907563,2.48473,0.0496065,20.1587,False,0.712541,0.0486428,0.238816
20.7,5.01187e+20,幂函数型,2048,1.73292e+09,3.42141e+10,0.936975,2.45383,0.0506493,19.7436,False,0.709798,0.0484556,0.241746
20.8,6.30957e+20,幂函数型,2048,1.96003e+09,3.79484e+10,0.967234,2.42409,0.05165,19.3611,False,0.707307,0.0482855,0.244407
20.9,7.94328e+20,幂函数型,2048,2.21429e+09,4.2171e+10,0.997776,2.39547,0.0525074,19.0449,False,0.705343,0.0481514,0.246506
21,1e+21,幂函数型,2048,2.40886e+09,4.96837e+10,1,2.36804,0.048484,20.6254,False,0.718086,0.0490214,0.232892
21.1,1.25893e+21,幂函数型,2048,2.61569e+09,5.86829e+10,1,2.34186,0.0445733,22.435,False,0.731558,0.049941,0.218501
21.2,1.58489e+21,幂函数型,2048,2.84337e+09,6.9172e+10,1,2.31687,0.0411057,24.3275,False,0.744586,0.0508304,0.204584
21.3,1.99526e+21,幂函数型,2048,3.09419e+09,8.13727e+10,1,2.293,0.0380249,26.2985,False,0.757142,0.0516876,0.19117
21.4,2.51189e+21,幂函数型,2048,3.37073e+09,9.55362e+10,1,2.27018,0.0352822,28.3429,False,0.769206,0.0525111,0.178283
21.5,3.16228e+21,幂函数型,2048,3.67582e+09,1.11947e+11,1,2.24836,0.0328354,30.4549,False,0.780759,0.0532998,0.165941
21.6,3.98107e+21,幂函数型,2048,4.01263e+09,1.30927e+11,1,2.22748,0.0306479,32.6287,False,0.791788,0.0540527,0.154159
21.7,5.01187e+21,幂函数型,2048,4.38468e+09,1.5284e+11,1,2.20749,0.028688,34.8578,False,0.802282,0.0547691,0.142948
21.8,6.30957e+21,幂函数型,2048,4.79588e+09,1.781e+11,1,2.18834,0.026928,37.136,False,0.812238,0.0554487,0.132314
21.9,7.94328e+21,幂函数型,2048,5.25056e+09,2.07172e+11,1,2.16999,0.025344,39.4571,False,0.821652,0.0560914,0.122257
22,1e+22,幂函数型,2048,5.75356e+09,2.40584e+11,1,2.1524,0.023915,41.8148,False,0.830529,0.0566974,0.112774
22.1,1.25893e+22,幂函数型,2048,6.31021e+09,2.78934e+11,1,2.13552,0.0226226,44.2036,False,0.838874,0.0572671,0.103859
22.2,1.58489e+22,幂函数型,2048,6.92648e+09,3.22898e+11,1,2.11933,0.021451,46.6179,False,0.846698,0.0578013,0.0955006
22.3,1.99526e+22,幂函数型,2048,7.60894e+09,3.73241e+11,1,2.10378,0.0203861,49.0529,False,0.854013,0.0583006,0.087686
22.4,2.51189e+22,幂函数型,2048,8.36493e+09,4.30831e+11,1,2.08885,0.0194158,51.5044,False,0.860835,0.0587663,0.0803985
22.5,3.16228e+22,幂函数型,2048,9.20256e+09,4.96649e+11,1,2.0745,0.0185293,53.9686,False,0.867181,0.0591996,0.0736192
22.6,3.98107e+22,幂函数型,2048,1.01308e+10,5.71811e+11,1,2.06071,0.0177171,56.4425,False,0.873071,0.0596016,0.0673277
22.7,5.01187e+22,幂函数型,2048,1.11598e+10,6.57577e+11,1,2.04745,0.0169711,58.9237,False,0.878524,0.0599739,0.0615018
22.8,6.30957e+22,幂函数型,2048,1.23005e+10,7.55377e+11,1,2.03469,0.0162839,61.4103,False,0.883564,0.0603179,0.0561184
22.9,7.94328e+22,幂函数型,2048,1.35653e+10,8.66836e+11,1,2.02242,0.0156492,63.9012,False,0.888211,0.0606352,0.0511538
23,1e+23,幂函数型,2048,1.49677e+10,9.93792e+11,1,2.01062,0.0150612,66.3956,False,0.892489,0.0609272,0.046584
23.1,1.25893e+23,幂函数型,2048,1.65231e+10,1.13833e+12,1,1.99925,0.0145152,68.8935,False,0.89642,0.0611956,0.0423848
23.2,1.58489e+23,幂函数型,2048,1.82481e+10,1.30283e+12,1,1.98831,0.0140066,71.3952,False,0.900026,0.0614418,0.0385325
23.3,1.99526e+23,幂函数型,2048,2.01614e+10,1.48996e+12,1,1.97777,0.0135316,73.9013,False,0.903329,0.0616673,0.0350038
23.4,2.51189e+23,幂函数型,2048,2.22838e+10,1.70277e+12,1,1.96762,0.0130868,76.4131,False,0.906351,0.0618735,0.0317759
23.5,3.16228e+23,幂函数型,2048,2.46381e+10,1.94473e+12,1,1.95784,0.0126691,78.9319,False,0.909111,0.062062,0.0288271
23.6,3.98107e+23,幂函数型,2048,2.72498e+10,2.21975e+12,1,1.94841,0.012276,81.4595,False,0.91163,0.0622339,0.0261364
23.7,5.01187e+23,幂函数型,2048,3.01471e+10,2.53229e+12,1,1.93933,0.0119051,83.9977,False,0.913925,0.0623906,0.023684
23.8,6.30957e+23,幂函数型,2048,3.33615e+10,2.88739e+12,1,1.93058,0.0115542,86.5487,False,0.916016,0.0625333,0.021451
23.9,7.94328e+23,幂函数型,2048,3.69276e+10,3.29079e+12,1,1.92214,0.0112215,89.1147,False,0.917917,0.0626631,0.0194197
24,1e+24,幂函数型,2048,4.08841e+10,3.74899e+12,1,1.914,0.0109054,91.698,False,0.919645,0.0627811,0.0175734
24.1,1.25893e+24,幂函数型,2048,4.52738e+10,4.26937e+12,1,1.90616,0.0106043,94.3011,False,0.921215,0.0628883,0.0158966
24.2,1.58489e+24,幂函数型,2048,5.0144e+10,4.86029e+12,1,1.8986,0.0103171,96.9265,False,0.92264,0.0629855,0.0143748
24.3,1.99526e+24,幂函数型,2048,5.55476e+10,5.53125e+12,1,1.8913,0.0100425,99.5768,False,0.923932,0.0630737,0.0129946
24.4,2.51189e+24,幂函数型,2048,6.1543e+10,6.29304e+12,1,1.88426,0.00977953,102.254,False,0.925103,0.0631537,0.0117436
