domain_up,domain_down,delta,Q_before,Q_after,dQ,h1,h2,dh_over_h,loss_h1_equiv,loss_with_h2,dLoss,functional,omega
nih_exporter,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
nih_exporter,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
nih_exporter,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_central,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
pubmed_central,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_central,wikipedia_en,0.05,0.41663254110330095,0.41820122115064357,0.0015686800473426188,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_central,github,0.05,0.41663254110330095,0.4222392722586345,0.005606731155333555,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_central,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
pubmed_central,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_central,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_central,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
wikipedia_en,arxiv,0.05,0.41663254110330095,0.410629417435043,-0.006003123668257948,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
wikipedia_en,freelaw,0.05,0.41663254110330095,0.415319082078402,-0.001313459024898933,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
wikipedia_en,pubmed_central,0.05,0.41663254110330095,0.415319082078402,-0.001313459024898933,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
wikipedia_en,github,0.05,0.41663254110330095,0.4203130121269762,0.003680471023675247,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
wikipedia_en,stackexchange,0.05,0.41663254110330095,0.4089572011626919,-0.007675339940609038,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
wikipedia_en,pile_cc,0.05,0.41663254110330095,0.416873600052415,0.00024105894911408132,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
wikipedia_en,pubmed_abstracts,0.05,0.41663254110330095,0.415319082078402,-0.001313459024898933,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
wikipedia_en,uspto_backgrounds,0.05,0.41663254110330095,0.415319082078402,-0.001313459024898933,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
dm_mathematics,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
dm_mathematics,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
dm_mathematics,pubmed_central,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
dm_mathematics,wikipedia_en,0.05,0.41663254110330095,0.41820122115064357,0.0015686800473426188,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
dm_mathematics,github,0.05,0.41663254110330095,0.4222392722586345,0.005606731155333555,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
dm_mathematics,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
dm_mathematics,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
dm_mathematics,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
dm_mathematics,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
github,arxiv,0.05,0.41663254110330095,0.4069489464113676,-0.009683594691933362,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,freelaw,0.05,0.41663254110330095,0.4119380135936091,-0.004694527509691848,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,pubmed_central,0.05,0.41663254110330095,0.4119380135936091,-0.004694527509691848,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,wikipedia_en,0.05,0.41663254110330095,0.41295207007962564,-0.0036804710236753024,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,stackexchange,0.05,0.41663254110330095,0.4052767301390166,-0.01135581096428434,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,pile_cc,0.05,0.41663254110330095,0.4131931290287397,-0.003439412074561221,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,pubmed_abstracts,0.05,0.41663254110330095,0.4119380135936091,-0.004694527509691848,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
github,uspto_backgrounds,0.05,0.41663254110330095,0.4119380135936091,-0.004694527509691848,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
philpapers,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
philpapers,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
