C,ell,cost_form,Q0_mode,budget_rel_residual,D_recomputed_vs_reported_rel,share_train,share_attn,share_quality,share_unused,share_sum,share_train_plus_attn_ratio_attn_over_train,attn_share_formula_check,Q_ge_Q0,Q_le_upper,pass_budget,pass_share_sum,pass_attn_formula
1e+22,32768,power,fixed_ref,0.0,0.0,0.4692782947373204,0.5125770387317505,0.01814466653092925,-2.097152e-16,1.0,1.0922666666666667,0.0,True,True,True,True,True
1e+22,32768,power,mixture,0.0,0.0,0.46950429311267355,0.5128238892238696,0.017671817663456952,0.0,1.0,1.0922666666666667,0.0,True,True,True,True,True
1e+22,131072,power,fixed_ref,0.0,0.0,0.18420472129814056,0.8048027076663294,0.010992571035530129,-2.097152e-16,1.0,4.369066666666668,8.881784197001252e-16,True,True,True,True,True
1e+22,131072,power,mixture,0.0,0.0,0.18425845459196996,0.8050374720092895,0.010704073398740514,0.0,1.0,4.369066666666667,0.0,True,True,True,True,True
1e+22,2048,logarithmic,fixed_ref,0.0,0.0,0.9282758902286256,0.06337030077294084,0.008353808998433606,0.0,1.0,0.06826666666666667,0.0,True,True,True,True,True
1e+22,2048,logarithmic,mixture,0.0,0.0,0.9295781439655706,0.06345920129471629,0.006962654739713079,0.0,0.9999999999999999,0.06826666666666667,0.0,True,True,True,True,True
1e+22,4096,logarithmic,fixed_ref,0.0,0.0,0.8727582300909069,0.11916059034841181,0.00808117956068137,-2.097152e-16,1.0,0.1365333333333333,2.7755575615628914e-17,True,True,True,True,True
1e+22,4096,logarithmic,mixture,0.0,0.0,0.873945478286141,0.11932268930200111,0.006731832411857752,2.097152e-16,1.0,0.13653333333333334,0.0,True,True,True,True,True
1e+22,8192,logarithmic,fixed_ref,0.0,0.0,0.7795334873877121,0.2128646109560046,0.007601901656283432,0.0,1.0000000000000002,0.2730666666666667,0.0,True,True,True,True,True
1e+22,8192,logarithmic,mixture,0.0,0.0,0.780530945794144,0.21313698359818756,0.006332070607668507,0.0,1.0,0.2730666666666666,5.551115123125783e-17,True,True,True,True,True
1e+22,32768,logarithmic,fixed_ref,0.0,0.0,0.47517295373715074,0.5190155782686319,0.005811467994217586,-2.097152e-16,1.0,1.0922666666666667,0.0,True,True,True,True,True
