functional,omega,C,cost_form,ell,q0_mode,start,success,L_pred,N_B,Q,h,Q0,Q_ge_Q0,n_iter,message,Q_cand,train_the_pile_arxiv,train_the_pile_freelaw,train_the_pile_nih_exporter,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,train_the_pile_github,train_the_pile_philpapers,train_the_pile_stackexchange,train_the_pile_enron_emails,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,train_the_pile_europarl,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds
quality_linear,1.0,1e+19,power,4096,fixed_ref,14,False,1.850704950451008,106.63353804409188,0.9999999996476671,913152.3936430668,0.41663254110330095,True,500,Iteration limit reached,0.4753719134675564,0.11302252204176236,0.0968248302768579,0.005889678367178611,0.11375418978182186,0.05218097835398122,0.02546285268329561,1.6536670718755835e-14,0.005487695259028034,0.3994324235114805,0.0022110319666051124,1.9793121249870508e-14,5.736447052969297e-10,0.01959999689042768,0.012737063065248,0.011650821373469102,0.06618116440352004,0.0755647514516429
quality_linear,1.0,1e+19,power,4096,fixed_ref,15,False,1.8507053918734533,107.3542536060219,0.9999999959621095,913152.2181090716,0.41663254110330095,True,500,Iteration limit reached,0.4753719126448483,0.11302252125078496,0.0968248293283377,0.0058896771984376034,0.1137541868963474,0.052180951533581724,0.025462852726808947,1.4644009663050282e-18,0.005487696427825172,0.3994324280836203,0.0022110292470187624,9.79345847851468e-31,3.3205863557741946e-08,0.019599996853098472,0.01273706316486477,0.011650819665772468,0.0661811639346382,0.07556475048299993
quality_linear,1.0,1e+19,power,4096,fixed_ref,16,False,1.850836418161227,105.66651417217666,0.9999999999999999,908331.0883847674,0.41663254110330095,True,500,Iteration limit reached,0.4753492566884379,0.11311758455723084,0.0968511000168251,0.005913474155496609,0.11375451064469898,0.05218063859565104,0.02548761417232101,0.0,0.005537589721386548,0.3984042031778316,0.00221125204148256,3.542982168856909e-17,3.4108317586021056e-17,0.01960080421899111,0.012765652993548107,0.011651156903633775,0.0669599801795598,0.07556443862134304
quality_linear,1.0,1e+19,power,4096,fixed_ref,17,True,1.8507049383172498,106.53691875671223,1.0,913152.6374694074,0.41663254110330095,True,343,Optimization terminated successfully,0.47537191461034284,0.11302252465634563,0.0968248314319775,0.005889679052334362,0.11375419021597098,0.05218097001074263,0.025462853597828402,2.0877995604329147e-16,0.005487696059527392,0.39943242344386237,0.0022110316265598227,1.6098389768848536e-16,6.065204511020972e-11,0.019599997159559426,0.012737063923619719,0.01165082181310364,0.06618116491046586,0.0755647520374497
quality_linear,1.0,1e+19,power,4096,fixed_ref,18,False,1.8507049427191542,106.52083148739868,1.0,913152.4866212145,0.41663254110330095,True,500,Iteration limit reached,0.4753719139033345,0.11302252380201598,0.09682483010723564,0.005889679005584147,0.11375418948893924,0.05218097241382573,0.025462852744839504,2.2795428768172533e-18,0.005487695933873014,0.39943242345892943,0.0022110318166332723,9.503597715598435e-19,2.966099391790874e-09,0.019599996830034053,0.01273706382520007,0.011650820677932465,0.06618116487221881,0.07556475205663916
quality_linear,1.0,1e+19,power,4096,fixed_ref,19,False,1.850705008516515,106.23253783204139,0.99999999946332,913152.4632735284,0.41663254110330095,True,500,Iteration limit reached,0.47537191379390653,0.11302252313728889,0.0968248303001622,0.0058896788523053875,0.11375418997066077,0.05218097520345208,0.025462852851201572,4.8528027179492265e-14,0.005487695965530671,0.39943242359138326,0.002211030441205525,4.981675791193356e-14,1.1512008175425854e-09,0.01959999653954805,0.012737064655037236,0.011650821041193032,0.06618116472815479,0.07556475157157753
quality_linear,1.0,1e+19,power,4096,fixed_ref,20,False,1.8507066190272767,104.98484666943838,0.9999999434732553,913152.242194735,0.41663254110330095,True,500,Iteration limit reached,0.4753719127577351,0.11302252318151582,0.09682483076978202,0.00588967954972268,0.1137541879908095,0.05218061060609346,0.025462853123870845,1.8270582089494975e-12,0.005487696675450025,0.3994324245165722,0.002211032505300643,9.886687713008464e-16,3.60632330886256e-07,0.01959999695720216,0.012737064103884015,0.011650821804471963,0.06618116533899508,0.07556475224217071
quality_linear,1.0,1e+19,power,4096,fixed_ref,21,True,1.8507050716063531,106.10843000210741,0.9999999995942117,913152.4583964357,0.41663254110330095,True,220,Optimization terminated successfully,0.47537191377104815,0.11302252165784579,0.09682483086777943,0.00588967956471329,0.11375419015110289,0.05218096911866305,0.02546285408725442,7.580471896049422e-16,0.005487695593026046,0.39943242344400803,0.002211030886381878,6.96129472448143e-16,7.301851665793188e-09,0.0195999968545615,0.012737063041518764,0.01165082083967215,0.06618116479435915,0.07556475179726047
quality_linear,1.0,1e+19,power,4096,fixed_ref,22,False,1.8507049441123635,106.54665878902208,0.9999999999998399,913152.4232453048,0.41663254110330095,True,500,Iteration limit reached,0.47537191360629877,0.11302252239335397,0.09682483062781042,0.005889678752872979,0.11375418949220843,0.05218097785852001,0.025462852679287298,2.1169737144148388e-22,0.0054876958609421924,0.3994324234442117,0.002211031584982453,1.1856525552364831e-21,2.589347044556874e-15,0.01959999685201197,0.012737063314582995,0.011650820924190945,0.06618116452952029,0.07556475168550189
quality_linear,1.0,1e+19,power,4096,fixed_ref,23,False,1.8507108933147425,103.61943797947364,0.9999999999999992,913152.6047197322,0.41663254110330095,True,500,Iteration limit reached,0.47537191445684884,0.11302252385221505,0.09682483179618018,0.005889679520034781,0.11375418888902546,0.052180967411640654,0.025462852954745364,1.29739970022863e-09,0.005487696942589297,0.3994324237088614,0.0022110318961479545,8.997032074670642e-17,1.8523864251289822e-09,0.01959999756360447,0.012737064753913117,0.01165082077620668,0.0661811649901872,0.07556475179486222
