candidate,source,in_trust_box,in_trust_l1,trust_status,train_the_pile_arxiv,train_the_pile_freelaw,train_the_pile_nih_exporter,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,train_the_pile_github,train_the_pile_philpapers,train_the_pile_stackexchange,train_the_pile_enron_emails,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,train_the_pile_europarl,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds,select_rank,select_rank_low,Q,delta,aliases,delta_ref,delta_mixture_l1,is_p0
shift_nih_exporter_up__github_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.05588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_nih_exporter_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_nih_exporter_up__stackexchange_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.05588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_nih_exporter_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_nih_exporter_up__pile_cc_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.05588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_nih_exporter_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_nih_exporter_up__pubmed_abstracts_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.05588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_nih_exporter_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_nih_exporter_up__uspto_backgrounds_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.05588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_nih_exporter_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_pubmed_central_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_pubmed_central_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_pubmed_central_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_pubmed_central_up__freelaw_down,0.0,1.0000000000000007,False
shift_pubmed_central_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_pubmed_central_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_pubmed_central_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_pubmed_central_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_pubmed_central_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_pubmed_central_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_pubmed_central_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_pubmed_central_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_pubmed_central_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_pubmed_central_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_pubmed_central_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.1637541910505836,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_pubmed_central_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_wikipedia_en_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.410629417435043,1.402650663907897,shift_wikipedia_en_up__arxiv_down,1.402650663907897,1.0000000000000007,False
shift_wikipedia_en_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.415319082078402,0.3068942562405904,shift_wikipedia_en_up__freelaw_down,0.3068942562405904,1.0000000000000007,False
shift_wikipedia_en_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.415319082078402,0.3068942562405904,shift_wikipedia_en_up__pubmed_central_down,0.3068942562405904,1.0000000000000007,False
shift_wikipedia_en_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4203130121269762,-0.8599548185469831,shift_wikipedia_en_up__github_down,-0.8599548185469831,1.0000000000000007,False
shift_wikipedia_en_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4089572011626919,1.7933697951850143,shift_wikipedia_en_up__stackexchange_down,1.7933697951850143,1.0000000000000007,False
shift_wikipedia_en_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.416873600052415,-0.056324259452400376,shift_wikipedia_en_up__pile_cc_down,-0.056324259452400376,1.0000000000000007,False
shift_wikipedia_en_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.415319082078402,0.3068942562405904,shift_wikipedia_en_up__pubmed_abstracts_down,0.3068942562405904,1.0000000000000007,False
shift_wikipedia_en_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.1250777560798363,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.415319082078402,0.3068942562405904,shift_wikipedia_en_up__uspto_backgrounds_down,0.3068942562405904,1.0000000000000007,False
shift_dm_mathematics_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_dm_mathematics_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_dm_mathematics_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_dm_mathematics_up__freelaw_down,0.0,1.0000000000000007,False
shift_dm_mathematics_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_dm_mathematics_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_dm_mathematics_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_dm_mathematics_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_dm_mathematics_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_dm_mathematics_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_dm_mathematics_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_dm_mathematics_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_dm_mathematics_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_dm_mathematics_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_dm_mathematics_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_dm_mathematics_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_dm_mathematics_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0754628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_dm_mathematics_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_github_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4069489464113676,2.262605482454919,shift_github_up__arxiv_down,2.262605482454919,1.0000000000000004,False
shift_github_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4119380135936091,1.0968926332503828,shift_github_up__freelaw_down,1.0968926332503828,1.0000000000000004,False
shift_github_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4119380135936091,1.0968926332503828,shift_github_up__pubmed_central_down,1.0968926332503828,1.0000000000000004,False
shift_github_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41295207007962564,0.859954818546996,shift_github_up__wikipedia_en_down,0.859954818546996,1.0000000000000004,False
shift_github_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4052767301390166,2.65332461373201,shift_github_up__stackexchange_down,2.65332461373201,1.0000000000000004,False
shift_github_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4131931290287397,0.8036305590945956,shift_github_up__pile_cc_down,0.8036305590945956,1.0000000000000004,False
shift_github_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.4119380135936091,1.0968926332503828,shift_github_up__pubmed_abstracts_down,1.0968926332503828,1.0000000000000004,False
shift_github_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.16070066007050915,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.4119380135936091,1.0968926332503828,shift_github_up__uspto_backgrounds_down,1.0968926332503828,1.0000000000000004,False
shift_philpapers_up__arxiv_down,simplex_perturbation,False,True,outside,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_philpapers_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_philpapers_up__freelaw_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_philpapers_up__freelaw_down,0.0,1.0000000000000007,False
shift_philpapers_up__pubmed_central_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_philpapers_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_philpapers_up__wikipedia_en_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_philpapers_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_philpapers_up__github_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_philpapers_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_philpapers_up__stackexchange_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_philpapers_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_philpapers_up__pile_cc_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_philpapers_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_philpapers_up__pubmed_abstracts_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_philpapers_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_philpapers_up__uspto_backgrounds_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.055487697351193035,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_philpapers_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_stackexchange_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.14943242344413016,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41830475737565204,-0.39071913127711705,shift_stackexchange_up__arxiv_down,-0.39071913127711705,1.0000000000000004,False
shift_stackexchange_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.14943242344413016,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.42237004099543535,-1.34058674743397,shift_stackexchange_up__freelaw_down,-1.34058674743397,1.0000000000000004,False
shift_stackexchange_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269282,0.09682483215202783,0.005889680217095952,0.06375419105058358,0.07507775607983629,0.025462854097050406,0.11070066007050919,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.04691494424753538,0.11948759779188564,0.019599998284005896,0.012737064754031534,0.01165082237810868,0.06618116611257163,0.07556475309333589,,,0.4223700409954353,-1.3405867474339572,shift_stackexchange_up__pubmed_central_down,-1.3405867474339572,1.0000000000000024,False
shift_stackexchange_up__wikipedia_en_down,simplex_perturbation|topQ,True,True,in,0.1130225258326928,0.09682483215202782,0.005889680217095951,0.11375419105058358,0.025077756079836273,0.025462854097050402,0.11070066007050917,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.046914944247535374,0.11948759779188563,0.019599998284005896,0.012737064754031533,0.01165082237810868,0.06618116611257163,0.07556475309333589,10.0,,0.42430788104390993,-1.7933697951850012,shift_stackexchange_up__wikipedia_en_down,-1.7933697951850012,1.0000000000000018,False
shift_stackexchange_up__github_down,simplex_perturbation|topQ,True,True,in,0.1130225258326928,0.09682483215202782,0.005889680217095951,0.11375419105058358,0.07507775607983629,0.025462854097050402,0.060700660070509165,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.046914944247535374,0.11948759779188563,0.019599998284005896,0.012737064754031533,0.01165082237810868,0.06618116611257163,0.07556475309333589,3.0,,0.42798835206758523,-2.6533246137319972,shift_stackexchange_up__github_down,-2.6533246137319972,1.0000000000000018,False
shift_stackexchange_up__pile_cc_down,simplex_perturbation|topQ,True,True,in,0.11302252583269282,0.09682483215202783,0.005889680217095952,0.1137541910505836,0.07507775607983629,0.025462854097050406,0.11070066007050919,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.04691494424753538,0.06948759779188562,0.019599998284005896,0.012737064754031534,0.01165082237810868,0.06618116611257163,0.07556475309333589,9.0,,0.42454893999302407,-1.8496940546374145,shift_stackexchange_up__pile_cc_down,-1.8496940546374145,1.0000000000000022,False
shift_stackexchange_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.1130225258326928,0.09682483215202782,0.005889680217095951,0.11375419105058358,0.07507775607983629,0.025462854097050402,0.11070066007050917,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.046914944247535374,0.11948759779188563,0.019599998284005896,0.012737064754031533,0.01165082237810868,0.01618116611257162,0.07556475309333589,,,0.4223700409954353,-1.3405867474339572,shift_stackexchange_up__pubmed_abstracts_down,-1.3405867474339572,1.0000000000000018,False
shift_stackexchange_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269282,0.09682483215202783,0.005889680217095952,0.1137541910505836,0.07507775607983629,0.025462854097050406,0.11070066007050919,0.005487697351193037,0.14943242344413019,0.0022110330434062264,0.04691494424753538,0.11948759779188564,0.019599998284005896,0.012737064754031534,0.01165082237810868,0.06618116611257163,0.025564753093335883,,,0.4223700409954353,-1.3405867474339572,shift_stackexchange_up__uspto_backgrounds_down,-1.3405867474339572,1.0000000000000024,False
