C,log10_C,cost_form,ell,kappa,Q0,N_B,D_B,Q,h,L_pred,share_train,share_attn,share_quality,share_unused,regime,flag_q_at_lower,flag_q_at_upper,flag_n_at_lower,flag_n_at_upper,budget_residual_rel,N_in_support,D_in_support,functional,omega,candidate,q0_mode,d_share_train_dlogC,d_share_attn_dlogC,d_share_quality_dlogC,d_share_unused_dlogC,dlog10Q_dlogC,dlog10N_dlogC
1e+18,18.0,exponential,2048,0.8047071577351047,0.41663254110330095,0.05692547545950537,2.7407057170199653,0.41663254110330095,1.0,3.7669260386691317,0.9360958562156766,0.06390414378432352,0.0,0.0,lower_bound_Q0,True,False,False,False,0.0,False,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.1518936500903605,-0.010369273179501814,0.16226292326986155,2.1102787689880426e-16,0.09456574652101146,0.569066666666652
1.2589254117941714e+18,18.1,exponential,2048,0.8047071577351047,0.41663254110330095,0.06668067692136219,2.8499768316490646,0.4351774037099878,1.0,3.6944279181185986,0.9057171261976039,0.06183028914842311,0.03245258465397277,2.033480280894154e-16,interior,False,False,False,False,2.033480280894154e-16,False,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.3097767294300606,-0.02114742472909209,0.3309241541591516,-7.224373209503797e-29,0.21263193977427086,0.7013333333333387
1.5848931924611108e+18,18.2,exponential,2048,0.8047071577351047,0.41663254110330095,0.07862729470330528,2.9366802569509574,0.4594937150433592,1.0,3.623212026452176,0.8741405103296648,0.059674658838505125,0.06618483083183005,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.26628845672140233,-0.018178625312181174,0.2844670820335855,-1.0167401404471167e-15,0.21748738095986941,0.6831999999999985
1.995262314968883e+18,18.3,exponential,2048,0.8047071577351047,0.41663254110330095,0.0913355818970652,3.1037195473271177,0.4810207520999259,1.0,3.5536450053300297,0.8524594348533239,0.058194564085986916,0.0893460010606893,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.18728857542107225,-0.012785566748745092,0.200074142169816,1.019154356616996e-15,0.18702836095433906,0.6304000000000105
2.511886431509572e+18,18.4,exponential,2048,0.8047071577351047,0.41663254110330095,0.10511225018741117,3.3323933177902387,0.5008241327712726,1.0,3.4859672390641157,0.8366827952454504,0.05711754548875609,0.10619965926579333,2.0383087132339125e-16,interior,False,False,False,False,2.0383087132339125e-16,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.1381013088685954,-0.009427716018762744,0.14752902488735714,7.24152724712442e-29,0.1668146817202938,0.595733333333345
3.1622776601683794e+18,18.5,exponential,2048,0.8047071577351047,0.41663254110330095,0.12016740055288325,3.617690097675455,0.5194296655936846,1.0,3.4203021537112566,0.8248391730796051,0.05630902088223438,0.11885180603816047,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.10450587972094816,-0.007134268055616844,0.1116401477765665,-1.0191543566169418e-15,0.15210840429445538,0.570666666666658
3.9810717055349857e+18,18.6,exponential,2048,0.8047071577351047,0.41663254110330095,0.13670571373543391,3.959460354355286,0.5371640363441443,1.0,3.356708497635591,0.8157816193012604,0.0556906918776327,0.12852768882110696,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.08031994945205234,-0.005483175215926728,0.08580312466797857,1.0215743052641078e-15,0.14093625967150958,0.5519999999999943
5.011872336272715e+18,18.7,exponential,2048,0.8047071577351047,0.41663254110330095,0.15494824679827315,4.360034237933905,0.5542605920062101,1.0,3.2952054684854324,0.8087751831891945,0.05521238583904902,0.1360124309717562,2.043148610528136e-16,interior,False,False,False,False,2.043148610528136e-16,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.06223395161187639,-0.004248504430037436,0.0664824560419136,8.114653145401354e-16,0.1322292618195242,0.5381333333333256
6.309573444801943e+18,18.8,exponential,2048,0.8047071577351047,0.41663254110330095,0.17515128720203268,4.823163815674258,0.5708904537011587,1.0,3.235786595006123,0.803334828978885,0.054840990991625226,0.14182418002948957,1.6229306290801775e-16,interior,False,False,False,False,1.6229306290801775e-16,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.04818901706456913,-0.003289703564941293,0.05147872062951209,-1.0215743052640928e-15,0.12504900804104402,0.5269333333333499
7.943282347242789e+18,18.9,exponential,2048,0.8047071577351047,0.41663254110330095,0.19750283471153857,5.356694290042288,0.5871158472912723,1.0,3.1784281604382034,0.7991373797762806,0.05455444512606076,0.14630817509765862,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.03698399148614895,-0.002524773818787851,0.0395087653049383,-8.114653145401205e-16,0.11898710585138228,0.5178666666666683
1e+19,19.0,exponential,2048,0.8047071577351047,0.41663254110330095,0.22232416335630398,5.966798050391992,0.6030456680355448,1.0,3.123094642754934,0.7959380306816551,0.05433603622786766,0.14972593309047716,0.0,interior,False,False,False,False,0.0,True,True,mixture_l1,0.5,reference_p0,fixed_ref,-0.028072557445930624,-0.001916419921642265,0.029988977367573888,-8.133921123576501e-16,0.11409324684560351,0.5114666666666525
