C,log10_C,cost_form,ell,kappa,Q0,N_B,D_B,Q,h,L_pred,share_train,share_attn,share_quality,share_unused,regime,flag_q_at_lower,flag_q_at_upper,flag_n_at_lower,flag_n_at_upper,budget_residual_rel,N_in_support,D_in_support,functional,omega,candidate,q0_mode
7.94328234724279e+22,22.9,power,131072,0.8047071577351047,0.41663254110330095,0.9752590745324197,2190.2393965449505,1.0,1.0,1.690544864294406,0.16134772152121646,0.704938951840963,0.13371332663782065,-2.112126356155976e-16,upper_bound,False,True,False,False,-2.112126356155976e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
1.0000000000000001e+23,23.0,power,131072,0.8047071577351047,0.41663254110330095,1.067775618522392,2547.9592066936434,1.0,1.0,1.6905173413184225,0.16323892307382767,0.7132017375044247,0.12355933942174774,-1.6777216e-16,upper_bound,False,True,False,False,-1.6777216e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
1.2589254117941714e+23,23.1,power,131072,0.8047071577351047,0.41663254110330095,1.1696430196715637,2960.1789099813177,1.0,1.0,1.6904909542412434,0.16501466567924225,0.7209600753303214,0.11402525899043642,-1.3326616368867927e-16,upper_bound,False,True,False,False,-1.3326616368867927e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
1.584893192461111e+23,23.2,power,131072,0.8047071577351047,0.41663254110330095,1.2824880683409468,3433.1852380548003,1.0,1.0,1.690465644436604,0.16668703450125744,0.7282667662049606,0.10504619929378214,-2.1171415310261256e-16,upper_bound,False,True,False,False,-2.1171415310261256e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
1.9952623149688827e+23,23.3,power,131072,0.8047071577351047,0.41663254110330095,1.407602404383382,3975.068595573588,1.0,1.0,1.6904413571124153,0.16825806022820164,0.7351306823410282,0.09661125743077026,0.0,upper_bound,False,True,False,False,0.0,True,False,mixture_l1,0.5,reference_p0,fixed_ref
2.5118864315095718e+23,23.4,power,131072,0.8047071577351047,0.41663254110330095,1.546440921421867,4594.885203394667,1.0,1.0,1.6904180410534277,0.1697302493925655,0.7415627749460785,0.0887069756613562,-2.671651996609954e-16,upper_bound,False,True,False,False,-2.671651996609954e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
3.162277660168379e+23,23.5,power,131072,0.8047071577351047,0.41663254110330095,1.6998085132034946,5305.153462202843,1.0,1.0,1.690395648366932,0.17109968171023712,0.7475459160374734,0.0813544022522895,0.0,upper_bound,False,True,False,False,0.0,True,False,mixture_l1,0.5,reference_p0,fixed_ref
3.9810717055349855e+23,23.6,power,131072,0.8047071577351047,0.41663254110330095,1.870222740271443,6115.557189732873,1.0,1.0,1.690374134236304,0.17237751497568587,0.7531288547631035,0.07449363026121077,0.0,upper_bound,False,True,False,False,0.0,True,False,mixture_l1,0.5,reference_p0,fixed_ref
5.011872336272715e+23,23.7,power,131072,0.8047071577351047,0.41663254110330095,2.058732876733531,7042.0949560559,1.0,1.0,1.6903534567040863,0.17356139304091134,0.7583012969552777,0.0681373100038111,-1.3389978733957193e-16,upper_bound,False,True,False,False,-1.3389978733957193e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
6.309573444801942e+23,23.8,power,131072,0.8047071577351047,0.41663254110330095,2.267357490412111,8100.526409568129,1.0,1.0,1.6903335764586462,0.17465639531762628,0.7630854349023972,0.062258169779976655,-2.1272076341479705e-16,upper_bound,False,True,False,False,-2.1272076341479705e-16,True,False,mixture_l1,0.5,reference_p0,fixed_ref
