id,S_A_equal,S_Aprep_Cweight,S_Cprep_equal,S_C_entropy,S_C_resolved,S_C_entropy_recomputed
BkiUdNs5qWTA6f4qDodK,0.6765919463095589,0.806190106769967,0.6400864617386701,0.4724879623259177,0.435351187552216,0.4724879623259176
BkiUdbfxK02iP5rWKrVw,0.6593322848737276,0.7944481043035407,0.6268739905250005,0.47348594999446403,0.43740769600446106,0.4734859499944639
BkiUexfxK6nrxjHzDAkJ,0.6674679649335356,0.793045061517939,0.6314614270106584,0.45919278649894907,0.41980539246976156,0.4591927864989489
BkiUbUY5qhLACFWlxBr3,0.6161666096391062,0.7741321657680201,0.5748382254443309,0.42942516895396954,0.3852930353651701,0.4294251689539694
BkiUajHxK6nrxjHy_BsR,0.6381957490963456,0.7788741358535551,0.594281734434398,0.44600981151270513,0.40510803223625164,0.446009811512705
BkiUbVI5i7PA9OgJDNwj,0.6613848850031071,0.7404167873692755,0.6406178586763189,0.4846888244573382,0.4506995105067698,0.4846888244573381
BkiUbEQ241xg-EsBtZ7v,0.6383865313291573,0.7705330294749144,0.5682506826405924,0.42786279750295864,0.36831093335880644,0.42786279750295847
BkiUdNc5qsBDGOt8lJgH,0.6201324334872939,0.531528363200759,0.6390188751142681,0.49263183959920753,0.45463398372030805,0.4926318395992074
BkiUd9c4uzqh_N6SCiss,0.7623640664920838,0.8609221638564372,0.6635846924891137,0.496435679375943,0.4694079476634139,0.496435679375943
BkiUd6I4eILhQCVbe7nL,0.6810521385681635,0.8033572200617927,0.629100213440114,0.47165414529384697,0.4355339133544195,0.4716541452938468
BkiUbv_xK7Ehm2ZQzdWT,0.6473319234898381,0.6830576339958644,0.6256723560217404,0.4730347181558293,0.4345878830024005,0.4730347181558292
BkiUdmA5qhLAB_d2fBwl,0.6273282284982067,0.7791952755881703,0.6026809775988781,0.450485132287721,0.40988935371360835,0.45048513228772097
