N_B,D_B,Q,Q3_saved_unit_prediction,Q2_same_physical_point_prediction,absolute_gap
1.0,100.0,1.0,1.6911408471985636,2.385578185266307,0.6944373380677433
7.0,300.0,0.8,1.6907568666060884,2.1367458976989964,0.445989031092908
0.2,7.0,0.416633,1.6929836985213569,3.1778826975713392,1.4848989990499823
