functional,omega,C,cost_form,ell,q0_mode,N_B,D_B,Q,h_true,L_pred,trust_status,L_correct_unit_rescore
quality_linear,0.5,1e+19,exponential,2048,mixture,1.3744638862508136,0.9761808182321974,0.8479537927719789,3788.5078766638335,1.6904653806936398,box_only,2.1366359915446673
quality_linear,0.5,1e+19,exponential,4096,fixed_ref,1.3510352073023577,0.9274477248988188,0.8550915232100599,3788.5078766638335,1.6904718997436283,box_only,2.140115596052289
quality_linear,0.5,1e+19,exponential,4096,mixture,1.339142109386571,0.9420540077651608,0.8529180645136385,3788.5078766638335,1.690471236512203,box_only,2.140581701282224
quality_linear,0.5,1e+19,exponential,8192,fixed_ref,1.2869055287097737,0.870175103880337,0.8639898215164309,3788.5078766638335,1.6904827291366344,box_only,2.1474865393657074
quality_linear,0.5,1e+19,exponential,8192,mixture,1.2762037017483097,0.8830593021686286,0.8619440131348377,3788.5078766638335,1.690482097337757,box_only,2.147935694453688
quality_linear,0.5,1e+19,exponential,32768,fixed_ref,1.0390585013266238,0.6589236072484435,0.9029898807018716,3788.5078766638335,1.6905323289944394,box_only,2.1813245264275705
quality_linear,0.5,1e+19,exponential,32768,mixture,1.0324443849593763,0.6663188124193504,0.9014120248329912,3788.5078766638335,1.6905318176943076,box_only,2.1816964661866334
quality_linear,0.5,1e+19,exponential,131072,fixed_ref,0.691151624817032,0.3896340034145606,0.977360675655137,3788.5078766638335,1.6906369537732455,box_only,2.2528783536402077
quality_linear,0.5,1e+19,exponential,131072,mixture,0.6887791624696643,0.3920655133452866,0.9764791984339384,3788.5078766638335,1.6906366103617363,box_only,2.253099266261951
quality_linear,0.5,1e+19,power,2048,fixed_ref,1.454699646614145,0.8708077381409883,0.8244608425015907,3788.5078766638335,1.6904753558488992,box_only,2.1356082615859164
quality_linear,0.5,1e+19,power,2048,mixture,1.4249949764797882,0.902422011088642,0.8171424863423394,3788.5078766638335,1.690474041279015,box_only,2.1367362382106885
quality_linear,0.5,1e+19,power,4096,fixed_ref,1.4208012592019754,0.8375133699515783,0.8325346481327209,3788.5078766638335,1.6904810976464624,box_only,2.13929099078715
quality_linear,0.5,1e+19,power,4096,mixture,1.392472627087041,0.866971977165318,0.8253752455392518,3788.5078766638335,1.6904798228208318,box_only,2.140407045213764
quality_linear,0.5,1e+19,power,8192,fixed_ref,1.360358370779981,0.7800799810601892,0.8474532986149058,3788.5078766638335,1.6904917340903851,box_only,2.1461353128890215
quality_linear,0.5,1e+19,power,8192,mixture,1.3352010545096933,0.8054934865706131,0.8406920068358322,3788.5078766638335,1.690490528751005,box_only,2.1471826956416518
quality_linear,0.5,1e+19,power,32768,fixed_ref,1.1226386759718268,0.5729378218803095,0.9154350531583344,3788.5078766638335,1.6905402218210208,box_only,2.177471689475744
quality_linear,0.5,1e+19,power,32768,mixture,1.107847545934636,0.5862525645995335,0.9101918112190668,3788.5078766638335,1.6905392766945797,box_only,2.178254880918682
quality_linear,0.5,1e+19,power,131072,fixed_ref,0.7340179266611321,0.3509351604210284,1.0,3788.5078766638335,1.6906418258163247,box_only,2.248699446247715
quality_linear,0.5,1e+19,power,131072,mixture,0.7307800228888768,0.3538567930528551,1.0,3788.5078766638335,1.6906411785999549,box_only,2.248906904679453
quality_linear,0.5,1e+19,logarithmic,2048,fixed_ref,1.4582769122295305,0.9209426985861684,1.0,3788.5078766638335,1.6904518007064524,box_only,2.1276428508296106
quality_linear,0.5,1e+19,logarithmic,2048,mixture,1.422896572818622,0.9637878651749142,1.0,3788.5078766638335,1.6904492333154475,box_only,2.1286542737200023
quality_linear,0.5,1e+19,logarithmic,4096,fixed_ref,1.4110638527263817,0.8981664450606717,1.0,3788.5078766638335,1.6904575468496543,box_only,2.132035948347602
quality_linear,0.5,1e+19,logarithmic,4096,mixture,1.377843843351461,0.9388505867155174,1.0,3788.5078766638335,1.6904550266531355,box_only,2.133027242551474
quality_linear,0.5,1e+19,logarithmic,8192,fixed_ref,1.329964350735801,0.8568784336346277,1.0,3788.5078766638335,1.6904682366706087,box_only,2.140125200058462
quality_linear,0.5,1e+19,logarithmic,8192,mixture,1.299610864577289,0.8942562556069065,1.0,3788.5078766638335,1.6904658014942715,box_only,2.1411238718181833
quality_linear,0.5,1e+19,logarithmic,32768,fixed_ref,1.0283951031011906,0.6934078024430869,1.0,3788.5078766638335,1.6905176608867507,box_only,2.1773539273997997
quality_linear,0.5,1e+19,logarithmic,32768,mixture,1.0093768345219398,0.7180378523587001,1.0,3788.5078766638335,1.6905155758558827,box_only,2.1782549804042155
quality_linear,0.5,1e+19,logarithmic,131072,fixed_ref,0.6415837170651644,0.4508626918089706,1.0,3788.5078766638335,1.6906238975654793,box_only,2.255890049321132
quality_linear,0.5,1e+19,logarithmic,131072,mixture,0.6334417243849488,0.4616490915591019,1.0,3788.5078766638335,1.690622374246625,box_only,2.2566625813678365
quality_linear,0.5,1e+22,exponential,2048,fixed_ref,28.40795687442985,53.76455999578335,1.0,3788.5078766638335,1.690019107424238,box_only,1.8437774178065025
quality_linear,0.5,1e+22,exponential,2048,mixture,28.394005797110257,53.80899256216848,1.0,3788.5078766638335,1.6900190955767176,box_only,1.8437870003329144
quality_linear,0.5,1e+22,exponential,4096,fixed_ref,27.596457320292995,52.056695029015984,1.0,3788.5078766638335,1.6900211997775063,box_only,1.8452686294485952
quality_linear,0.5,1e+22,exponential,4096,mixture,27.596457320292995,52.07408884252244,1.0,3788.5078766638335,1.6900211882035825,box_only,1.8452648066291142
quality_linear,0.5,1e+22,exponential,8192,fixed_ref,26.189869435100267,49.02893616786695,1.0,3788.5078766638335,1.6900250851159764,box_only,1.8480163289577143
quality_linear,0.5,1e+22,exponential,8192,mixture,26.177007655033112,49.0680075505661,1.0,3788.5078766638335,1.6900250740289435,box_only,1.8480265408798051
quality_linear,0.5,1e+22,exponential,32768,fixed_ref,20.821243667649984,37.6940225682098,1.0,3788.5078766638335,1.6900429413743945,box_only,1.8606520895747394
quality_linear,0.5,1e+22,exponential,32768,mixture,20.81101840641133,37.72139765479568,1.0,3788.5078766638335,1.690042932198475,box_only,1.8606640580729796
quality_linear,0.5,1e+22,exponential,131072,fixed_ref,13.510352073023572,22.77176182736896,1.0,3788.5078766638335,1.6900808732449706,box_only,1.887406899593865
quality_linear,0.5,1e+22,exponential,131072,mixture,13.503717172554762,22.78618175670132,1.0,3788.5078766638335,1.6900808668638825,box_only,1.8874221672033864
quality_linear,0.5,1e+22,power,2048,fixed_ref,28.575905433749558,53.188810472162416,1.0,3788.5078766638335,1.6900192797081703,box_only,1.8436725495922135
quality_linear,0.5,1e+22,power,2048,mixture,28.54784521271172,53.276888652564416,1.0,3788.5078766638335,1.6900192557022398,box_only,1.8436915601713966
quality_linear,0.5,1e+22,power,4096,fixed_ref,27.75960827373036,51.507186283503465,1.0,3788.5078766638335,1.6900213680963616,box_only,1.8451608497331473
quality_linear,0.5,1e+22,power,4096,mixture,27.73234961885098,51.59138305170218,1.0,3788.5078766638335,1.6900213446406211,box_only,1.8451803087903953
quality_linear,0.5,1e+22,power,8192,fixed_ref,26.32530025938572,48.55959641235342,1.0,3788.5078766638335,1.69002524639452,box_only,1.847924062202486
quality_linear,0.5,1e+22,power,8192,mixture,26.29945002881712,48.63716262947054,1.0,3788.5078766638335,1.6900252239166635,box_only,1.8479443394050632
quality_linear,0.5,1e+22,power,32768,fixed_ref,20.903226831507865,37.41673462826064,1.0,3788.5078766638335,1.6900430749553497,box_only,1.860576306814952
quality_linear,0.5,1e+22,power,32768,mixture,20.89296130854041,37.45314719306565,1.0,3788.5078766638335,1.6900430563251028,box_only,1.8605851325618208
quality_linear,0.5,1e+22,power,131072,fixed_ref,13.543575507177197,22.668154998474407,1.0,3788.5078766638335,1.6900809662581875,box_only,1.8873507887056082
quality_linear,0.5,1e+22,power,131072,mixture,13.536924290762087,22.685908388327203,1.0,3788.5078766638335,1.690080953273798,box_only,1.8873638607692618
quality_linear,0.5,1e+22,logarithmic,2048,fixed_ref,27.992391272131524,55.26953623482156,1.0,3788.5078766638335,1.6900186597680638,box_only,1.8440354122479719
quality_linear,0.5,1e+22,logarithmic,2048,mixture,27.93744378923747,55.45592926458542,1.0,3788.5078766638335,1.6900186115140452,box_only,1.8440737417293454
quality_linear,0.5,1e+22,logarithmic,4096,fixed_ref,27.20612359362617,53.4657958582638,1.0,3788.5078766638335,1.6900207626109691,box_only,1.8455204117632056
quality_linear,0.5,1e+22,logarithmic,4096,mixture,27.166060694951128,53.61748298730247,1.0,3788.5078766638335,1.6900207155049525,box_only,1.8455459462454598
quality_linear,0.5,1e+22,logarithmic,8192,fixed_ref,25.832117057107787,50.29485102236462,1.0,3788.5078766638335,1.6900246665548824,box_only,1.848267426969831
quality_linear,0.5,1e+22,logarithmic,8192,mixture,25.79407747808961,50.4334729847161,1.0,3788.5078766638335,1.690024621481783,box_only,1.8482943633478846
quality_linear,0.5,1e+22,logarithmic,32768,fixed_ref,20.597444121170444,38.44918419180295,1.0,3788.5078766638335,1.6900425956898957,box_only,1.8608684746047977
quality_linear,0.5,1e+22,logarithmic,32768,mixture,20.57721838112541,38.52470445159638,1.0,3788.5078766638335,1.6900425585523264,box_only,1.8608863196854035
quality_linear,0.5,1e+22,logarithmic,131072,fixed_ref,13.42435206372724,23.04312514210165,1.0,3788.5078766638335,1.6900806334605545,box_only,1.8875538046164084
quality_linear,0.5,1e+22,logarithmic,131072,mixture,13.411169969215091,23.07932031438633,1.0,3788.5078766638335,1.6900806077804604,box_only,1.8875801515352395
quality_linear,0.5,1e+24,exponential,2048,fixed_ref,222.43339984851065,699.4857902817198,1.0,3788.5078766638335,1.689906503229032,box_only,1.7659202226003532
quality_linear,0.5,1e+24,exponential,2048,mixture,222.43339984851065,699.5171862457535,1.0,3788.5078766638335,1.6899065024774946,box_only,1.7659199743706562
quality_linear,0.5,1e+24,exponential,4096,fixed_ref,216.23865596446535,676.3670641715345,1.0,3788.5078766638335,1.689907542541372,box_only,1.7666508115002812
quality_linear,0.5,1e+24,exponential,4096,mixture,216.23865596446535,676.3964190501266,1.0,3788.5078766638335,1.6899075418078062,box_only,1.7666505692064896
quality_linear,0.5,1e+24,exponential,8192,fixed_ref,205.36826463764288,635.8906444954124,1.0,3788.5078766638335,1.68990947183738,box_only,1.768004977291519
quality_linear,0.5,1e+24,exponential,8192,mixture,205.36826463764288,635.9165910160783,1.0,3788.5078766638335,1.6899094711356992,box_only,1.7680047455293204
quality_linear,0.5,1e+24,exponential,32768,fixed_ref,164.03379526909376,484.7011027589927,1.0,3788.5078766638335,1.689918329464782,box_only,1.7742053455769295
quality_linear,0.5,1e+24,exponential,32768,mixture,164.03379526909376,484.7161777846554,1.0,3788.5078766638335,1.6899183288877104,box_only,1.7742051549726499
quality_linear,0.5,1e+24,exponential,131072,fixed_ref,107.09273253717652,289.5327586398226,1.0,3788.5078766638335,1.689937110763499,box_only,1.7873533255770468
quality_linear,0.5,1e+24,exponential,131072,mixture,107.09273253717652,289.538137620972,1.0,3788.5078766638335,1.6899371103653174,box_only,1.787353194059263
quality_linear,0.5,1e+24,power,2048,fixed_ref,222.54269001284652,698.6855769183285,1.0,3788.5078766638335,1.6899065141973113,box_only,1.765917142429721
quality_linear,0.5,1e+24,power,2048,mixture,222.54269001284652,698.7495150314395,1.0,3788.5078766638335,1.6899065126646018,box_only,1.7659166361820682
quality_linear,0.5,1e+24,power,4096,fixed_ref,216.4512010598334,675.2771820434975,1.0,3788.5078766638335,1.689907553246404,box_only,1.7666408132100064
